SPECIES_GROUP,LENGTH,RANGE,ERROR,HX,HY,HZ
Adult_pollock,,301.06,4.165012788,-83.81230233,279.42732,-74.37604017
Adult_pollock,,419.13,5.611630571,177.5814083,365.1513498,103.9256093
Adult_pollock,,296.11,1.603390973,-93.90864205,278.0401921,-39.4647029
Adult_pollock,,230.39,1.508678216,-24.2614895,223.2479771,-51.47216327
Adult_pollock,,295.98,0.447185031,-0.086365804,286.7563525,-73.29467034
Adult_pollock,,326.8,1.343485859,20.99790386,323.7306897,-39.4674056
Adult_pollock,,426.64,1.604189781,147.8154979,393.9383203,-70.62112516
Adult_pollock,29.08,248.48,0.695530446,-20.17665498,229.8314997,-48.84889251
Adult_pollock,,310.72,1.376514993,-27.58827583,296.3254368,-89.32714401
Adult_pollock,,334.36,1.843050897,27.44550505,330.1272699,-45.39503088
Adult_pollock,,334.36,0.750756099,81.80528043,318.0115358,-63.05615181
Adult_pollock,,376.19,1.223400081,86.38752332,349.8148708,108.1145167
Adult_pollock,,367.54,0.863546651,128.6724345,344.2115336,-7.015081568
Adult_pollock,,256.91,2.541101381,-33.218272,246.2872655,-65.14750241
Adult_pollock,,324.07,1.814035363,36.26235244,316.6113248,-58.87580541
Adult_pollock,,264.1,1.154186361,97.24898273,245.5078409,4.216598817
Adult_pollock,,300.28,0.882982043,37.71896598,292.5879691,-56.00336861
Adult_pollock,,317.44,0.355208514,-70.24848814,299.6986729,-77.54897567
Adult_pollock,,257.44,13.003663,-25.55884584,250.7117807,-52.6127958
Adult_pollock,,335.29,1.980834973,-75.19634179,312.0275977,-96.96198733
Adult_pollock,,298.54,1.009211943,47.00201846,286.6951229,-68.72311939
Adult_pollock,,332.04,0.78321057,-53.40381368,321.3394141,-64.34986549
Adult_pollock,,253.57,0.708182457,91.36585599,236.3758022,8.615880785
Adult_pollock,,268.41,8.092474799,101.1315828,248.6185118,-1.594165042
Adult_pollock,,289.57,1.084104816,38.77441251,286.6998563,-12.1643915
Adult_pollock,,341.45,1.028344863,-40.94869374,336.8957323,-37.59420046
Adult_pollock,,244.11,1.649269116,-72.709166,229.5045885,-40.38110144
Adult_pollock,,227.13,1.243769321,-17.31630461,216.3538109,-66.92731368
Adult_pollock,,308.33,1.999624352,74.59067371,288.3365801,-79.77869953
Adult_pollock,,322.41,0.61377858,-75.67614822,309.321615,-50.39261998
Adult_pollock,,254.23,1.233927487,84.47293381,238.495919,24.8092788
Adult_pollock,,357.03,2.796368295,139.6283384,328.5910376,-0.055491108
Adult_pollock,,398.07,0.149331247,80.49232783,383.2357205,-71.49539877
Adult_pollock,,290.02,0.523521107,43.52414514,285.9744799,20.91819136
Adult_pollock,,226.17,0.798662491,54.30982183,214.6090131,-46.3280687
Adult_pollock,,236.98,16.46201989,66.20833216,221.5983343,-51.6591518
Adult_pollock,24.31,223.98,0.293636748,-57.36063641,197.8915047,-27.86266372
Adult_pollock,19,260.94,1.159315718,-56.80611596,247.3146148,-29.40526257
Adult_pollock,,334.64,1.160045582,-93.56068512,321.0680505,-12.15273011
Adult_pollock,,374.98,0.387355742,159.5522296,339.0984465,12.94444709
Adult_pollock,,376.9,1.169046138,-29.75404638,375.3095906,-17.70710256
Adult_pollock,21.14,237.84,0.446231905,50.81607622,217.032363,-37.9931464
Adult_pollock,,295.84,0.580218007,32.51510198,293.6490068,15.34347401
Adult_pollock,,258.53,1.075377851,33.27126041,252.5240316,44.31573348
Adult_pollock,,252.06,2.046469245,-93.34676916,233.2239515,-20.62693998
Adult_pollock,,347.76,1.908639824,-110.7601277,329.4362821,-11.72757321
Adult_pollock,,263.33,2.148347257,-73.10815446,250.1596875,-37.68908053
Adult_pollock,40.06,305.46,2.264044177,24.32096939,286.5761566,-15.93368434
Adult_pollock,,240.93,1.58097406,39.46194273,228.7751417,-64.42393465
Adult_pollock,,347.83,2.097958288,81.58910578,334.3977476,-50.08089613
Adult_pollock,,299.73,1.349608498,37.76435494,294.3794089,-41.89544763
Adult_pollock,,255.14,1.594102974,61.43813761,239.7274784,-62.08493408
Adult_pollock,,254.21,1.242063187,-47.3693612,244.9342435,-48.84172611
Adult_pollock,,250.92,1.916125541,-21.87682528,246.0216745,44.21683268
Adult_pollock,,242.36,0.926124635,-27.10000785,239.1166081,-28.7711031
Adult_pollock,,311.61,1.798252525,67.13360334,300.8241554,-45.84431629
Adult_pollock,,267.43,2.311369095,73.59381975,252.4083945,-48.93285407
Adult_pollock,21.47,246.99,0.595486205,-10.89212653,247.889847,0.305841063
Adult_pollock,,264.26,3.352372046,-36.84858319,252.4483637,68.8774445
Adult_pollock,,339.74,1.533588359,101.8834906,321.2976124,-42.57532935
Adult_pollock,,279.04,1.212336655,76.85920404,267.3772004,-21.57067211
Adult_pollock,,408.59,4.908015574,1.886169378,407.487636,-29.93525208
Adult_pollock,20.22,119.5,0.840711379,1.092652037,122.4504757,-12.42319335
Adult_pollock,,250.14,0.638650639,-0.17721235,249.3305142,20.05107066
Adult_pollock,,338.71,1.458838328,115.7752259,316.6544641,-32.44783732
Adult_pollock,,133.47,1.332121672,57.05509817,120.5452763,5.249910991
Adult_pollock,,356.24,4.244956665,-61.14485556,333.4633843,109.3935719
Adult_pollock,20.77,150.14,0.985358741,-50.4029205,132.0209869,-16.28300346
Adult_pollock,21.46,260.32,0.912936969,15.74447422,252.0316092,50.10228251
Adult_pollock,19.67,183.93,1.725898221,74.15318881,153.2326078,25.52400434
Adult_pollock,,272.21,1.195184461,7.97806108,264.634637,63.27352307
Adult_pollock,,170.5,0.687577401,56.12305332,159.8703886,19.06020196
Adult_pollock,15.88,178.07,0.749256246,21.9756478,168.4728317,-16.08208405
Adult_pollock,,369.47,0.399273056,81.63444161,359.9364887,17.12257164
Adult_pollock,,342.07,0.865989051,-86.21596113,321.9227396,77.09357719
Adult_pollock,,178.58,0.999119547,7.492195421,176.0837096,-28.82391833
Adult_pollock,,366.02,0.773550539,132.5282627,340.9262261,13.32385364
Adult_pollock,,366.74,0.28834382,-78.0566631,356.4283599,36.91401415
Adult_pollock,,370.2,1.69850988,93.89105425,358.0981737,0.292247355
Adult_pollock,,365.15,0.210812725,102.6019579,350.3237604,9.055589271
Adult_pollock,,188.35,4.224507157,0.039631825,188.1105739,-9.431052589
Adult_pollock,,309.8,2.774276506,-24.7185213,296.0509143,-87.86577833
Adult_pollock,,391.41,0.193647959,-62.41935124,386.1290763,14.39987257
Adult_pollock,,434.55,3.803970848,128.6967177,410.7850829,59.36235449
Adult_pollock,,341.02,0.433827706,89.82054815,327.132051,-34.83440192
Adult_pollock,,302.59,2.67214584,-14.04165436,296.8521286,-56.94284944
Adult_pollock,,398.17,2.197922177,-45.02599225,393.7300372,38.61763481
Adult_pollock,,375.59,0.484230379,73.53665248,359.8158542,78.71711884
Adult_pollock,,233.19,1.434705093,93.48683781,203.7134396,-64.32065117
Adult_pollock,,261.22,8.383472277,74.46305146,236.5230028,-82.15220954
Adult_pollock,,226.86,0.849305576,-16.98472994,223.7040037,33.68444698
Adult_pollock,,287.54,0.38003037,112.5256994,264.0100769,17.74778636
Adult_pollock,,322.75,0.785447256,77.39345654,312.286141,-25.53688377
Adult_pollock,,229.97,1.350646434,88.29144567,203.1492818,-61.82285593
Adult_pollock,,218.43,0.120098653,-20.4800337,216.9784365,14.60499424
Adult_pollock,,311.2,1.36342095,88.08326499,295.6822458,-40.73001486
Adult_pollock,,282.61,0.321870617,90.08167843,267.8327944,-4.498270147
Adult_pollock,,357.18,0.560543004,78.19688714,344.2567516,54.30988293
Adult_pollock,,275.67,0.697536356,86.1884359,260.8089417,-23.34233342
Adult_pollock,,216.99,0.782023805,-19.44101166,216.0917571,3.625015861
Adult_pollock,,342.02,1.098645596,66.84771257,332.8529263,41.48668146
Adult_pollock,,337.47,1.156144223,26.47138395,332.0809419,53.91062081
Adult_pollock,,359.14,0.047117868,47.5589348,350.835294,60.28642444
Adult_pollock,,341.76,1.51869158,130.4790308,315.81822,5.592725114
Adult_pollock,,370.09,0.993518363,108.9873048,353.6757308,-0.717755723
Adult_pollock,,295.65,2.597188722,99.46043919,271.7467679,-60.58239197
Adult_pollock,20.51,310.33,1.045110601,96.53841543,273.5447708,44.51775885
Adult_pollock,,274.1,0.320788937,102.2133873,253.2662987,-23.23755728
Adult_pollock,,328.28,1.174170268,3.714175578,324.9066171,46.80771526
Adult_pollock,,287.02,1.689034648,18.0505288,277.7200271,-70.19733086
Adult_pollock,,211.85,2.216248819,-27.61724201,209.2762237,17.91566474
Adult_pollock,,369.1,0.276095172,73.5937887,350.1031071,90.80133395
Adult_pollock,,354,1.129808907,39.64081312,341.8723409,82.86103517
Adult_pollock,,355.7,0.671537196,35.17233512,341.7331747,92.20678459
Adult_pollock,,182.02,5.779123395,-13.09290718,171.9290091,58.30420059
Adult_pollock,,197.98,1.448726538,39.48639617,190.663741,35.82936502
Adult_pollock,20.8,218.76,0.646416086,-15.9988525,211.8076035,-0.507998047
Adult_pollock,,301,0.472857425,105.0220573,279.0980859,40.94185991
Adult_pollock,,324.82,0.246177031,49.49421161,307.756895,91.35945487
Adult_pollock,,298.88,0.449138377,100.5346608,277.310996,-48.1694306
Adult_pollock,,269.99,1.59449741,106.9643578,245.5933229,-33.71714165
Adult_pollock,,282.8,1.097359484,47.08275733,271.3988131,-64.05747149
Adult_pollock,23.17,226.56,0.341370865,-15.998486,218.5575932,-6.779384135
Adult_pollock,,266.58,1.714747487,-93.25941621,249.05783,18.43737692
Adult_pollock,20.21,215.21,0.749506806,58.82800053,195.5851418,44.67022957
Adult_pollock,,291.03,0.055549331,100.6644201,266.4524143,59.74755232
Adult_pollock,,271.43,0.545361804,100.5744164,248.9693791,-39.6362039
Adult_pollock,,293.84,0.896714398,91.59448548,275.9491399,-42.45708526
Adult_pollock,,381.5,1.56087718,151.1506799,349.2897827,-26.27382722
Adult_pollock,,299.36,1.098764618,97.44681652,281.377124,30.73357664
Adult_pollock,,268.62,1.233799008,95.59556874,250.062577,-22.03688949
Adult_pollock,20.77,310.19,0.499195822,92.36196672,274.8576852,-19.55900495
Adult_pollock,19.02,234.69,1.172854642,-15.80492676,237.8219775,11.91214063
Adult_pollock,,306.68,0.536044781,-70.08059625,298.2049469,-14.67370017
Adult_pollock,,198.19,1.763722429,-69.53449795,183.2095821,-29.64446421
Adult_pollock,,377.4,2.701216371,-48.70938973,366.7710109,-74.4210792
Adult_pollock,,387.49,1.344688457,59.57655675,380.6001592,-41.74905666
Adult_pollock,,292.1,0.525195204,107.8019096,268.2980802,41.46770659
Adult_pollock,,300.1,0.50991841,106.2676091,270.2278402,75.77190332
Adult_pollock,,236,7.35492833,60.62742564,218.855286,64.22243276
Adult_pollock,,291.62,4.75693454,28.6232714,274.1915793,95.09480336
Adult_pollock,,197.17,8.850022729,-74.01684394,181.1841568,23.87208514
Adult_pollock,,202.42,0.083695414,-46.64464247,192.6225784,41.14565385
Adult_pollock,,249.87,0.64112447,-2.957372681,245.6482359,45.64389638
Adult_pollock,20.71,214.56,1.609219364,-38.97324639,201.5504183,-18.09531296
Adult_pollock,,349.7,1.017691145,-43.67711503,344.5097406,-41.14698381
Adult_pollock,22.24,319.54,1.657038695,95.81604616,282.2379012,1.251006951
Adult_pollock,,267.22,0.945961037,100.8885739,245.7626325,-28.81216442
Adult_pollock,,395.15,0.72541862,142.0941975,367.2044647,33.36157853
Adult_pollock,,295.44,0.745212494,119.1641913,266.6086365,44.79462094
Adult_pollock,,226.88,4.288769426,20.72110822,214.821145,-69.99503245
Adult_pollock,20.27,219.68,0.92016487,-21.2724012,213.2030184,-28.29842486
Adult_pollock,,219.73,1.318977085,24.51212759,211.3636752,-54.84394974
Adult_pollock,,254.19,0.936469705,9.964683913,248.1558466,54.16117516
Adult_pollock,,303.87,0.956144389,-79.87035925,286.3912886,62.74978081
Adult_pollock,,305.38,0.935812727,98.8938146,288.9023189,3.567898209
Adult_pollock,,293.38,2.254323747,118.9457375,261.6723104,58.72839942
Adult_pollock,18.86,127.66,1.172871338,50.60223428,101.2025583,-27.63326519
Adult_pollock,,236.06,4.752929432,69.78219249,213.5377418,-72.49066356
Adult_pollock,,198.29,6.977643149,-25.39581119,188.2980361,56.71045876
Adult_pollock,,346.97,14.84896731,-0.84849678,328.1462139,112.7215077
Adult_pollock,,239.56,1.06400317,-4.610944835,231.8408214,-60.14344118
Adult_pollock,,219.06,1.11096025,22.93106429,214.9933403,-35.22327258
Adult_pollock,,156.57,0.857470888,-51.49946124,146.7811517,-17.78314506
Adult_pollock,,315.37,1.061355075,-62.79499214,301.7377258,66.86084531
Adult_pollock,,331.88,1.329037355,102.1959841,315.4828009,12.99878833
Adult_pollock,,121.68,0.411792477,41.75639289,113.2754442,-15.21873546
Adult_pollock,,225.19,1.023124375,75.61767448,201.7205468,-65.57704318
Adult_pollock,,249.66,0.765470052,102.4850893,222.9000186,-46.29325689
Adult_pollock,,359.14,6.740922807,-35.258036,349.9659208,-72.5448143
Adult_pollock,,318.21,0.304746713,1.117882363,309.1901666,75.22087162
Adult_pollock,21.17,171.94,1.463397971,-35.23060149,158.6286774,-20.05186567
Adult_pollock,,231.47,1.215825714,27.71938986,229.2714655,-15.70047174
Adult_pollock,,278.19,0.548699477,10.66520181,265.1669172,-83.44851896
Adult_pollock,,291.79,21.85238924,-7.671251232,283.4408966,-68.86652918
Adult_pollock,,119.96,2.466221339,50.59336375,108.1441502,-11.64880501
Adult_pollock,20.19,244.6,0.897863773,41.34101142,234.9423188,-11.47395652
Adult_pollock,,349.68,1.624612198,34.79039587,347.876334,-7.007465349
Adult_pollock,,166.33,1.383901226,-16.09809474,157.3772218,-51.37103402
Adult_pollock,,374.48,4.005215254,64.87852712,363.2877586,-63.63917723
Adult_pollock,,380.69,0.939628605,-10.41571822,376.3741343,56.17404168
Adult_pollock,,379.34,0.981204147,-51.2439497,365.8274111,86.27467931
Adult_pollock,15.57,240.94,1.853093614,50.26154985,231.4767444,-13.98022406
Adult_pollock,,325.05,0.997830029,58.48508343,317.2756866,39.67547526
Adult_pollock,,390.16,1.313255544,-40.31277938,380.211377,77.70425042
Adult_pollock,23.11,225.71,0.825257837,58.39492256,200.1465274,-31.33691273
Adult_pollock,,300.95,1.090211019,48.71578914,293.0578614,-48.11708493
Adult_pollock,,317.19,1.426009795,-121.3937455,292.3241858,20.55506331
Adult_pollock,,386.54,1.16205811,-26.47121724,383.3747999,41.69674499
Adult_pollock,,291.62,1.153751712,88.16196191,267.9401857,74.02230181
Adult_pollock,,311.83,2.53706194,21.24455998,296.9492754,-92.77675466
Adult_pollock,,187.52,0.523540988,56.61962507,169.6861958,-56.24751897
Adult_pollock,,430.82,0.8003436,80.20045551,423.2600116,5.240516731
Adult_pollock,,379.28,1.645600168,13.02117424,378.9699162,8.328347907
Adult_pollock,,276.8,2.124372173,-94.14466079,252.9963855,61.20479596
Adult_pollock,,277.85,0.115195041,77.27048736,258.6572646,65.77133524
Adult_pollock,,312.64,4.256299359,-51.50696868,291.2583737,101.2753897
Adult_pollock,,185.13,2.041888279,63.16933868,171.3382622,30.41500784
Adult_pollock,,318.56,1.973529019,-44.20948598,304.0542775,84.13960987
Adult_pollock,,362.37,0.744558013,50.03912997,355.9793118,45.71635081
Adult_pollock,,382.69,1.323420499,37.58958148,380.8424037,0.247516606
Adult_pollock,,443.71,2.299728044,-7.571438674,439.3332446,61.66958461
Adult_pollock,,247.2,4.26570258,95.40784734,218.7845267,64.31456175
Adult_pollock,,261.94,5.065814487,65.27876242,240.0501659,82.03294319
Adult_pollock,,325.37,0.81340868,-27.11284594,313.3487997,83.3148963
Adult_pollock,19.89,216.5,1.245047001,66.72700649,191.649939,21.59996677
Adult_pollock,,393.54,1.537363639,68.09029617,387.424257,11.89456994
Adult_pollock,,201.76,2.524723168,-36.90996146,187.7723327,-63.92626939
Adult_pollock,22.37,231.64,0.746093148,79.15210038,195.9347015,-0.759250436
Adult_pollock,,242.49,15.96106989,60.08760569,223.1679958,-73.40240259
Adult_pollock,,319.84,0.708771018,-7.079715428,315.0981425,54.43009889
Adult_pollock,,229.62,0.867950873,88.64579386,211.4450274,-12.56098083
Adult_pollock,,216.01,1.011572032,52.23968089,199.6102166,-63.91644356
Adult_pollock,,317.26,1.679409916,16.14016071,314.6160296,37.53267095
Adult_pollock,,393.97,1.233962002,102.1917085,368.6570627,94.11672619
Adult_pollock,,267.43,1.850118647,35.90573216,250.0667755,87.72035186
Adult_pollock,,326.31,1.090313276,28.17212898,323.8027086,28.90084225
Adult_pollock,,358.94,1.149053557,50.80653675,355.0958217,12.72170822
Adult_pollock,,234.61,0.371612662,87.30928816,217.5358957,-9.865910197
Adult_pollock,,242.63,1.25334245,38.72666804,231.8855402,-60.00854523
Adult_pollock,14.54,216.06,0.501562474,-34.14632825,202.400171,-53.9002677
Adult_pollock,,415.25,0.030354969,144.0992653,384.063189,64.50384053
Adult_pollock,19.24,273.72,0.279204664,-3.798379748,263.4434381,81.05988385
Adult_pollock,,397.1,26.30190336,119.4449147,358.0864349,123.2669719
Adult_pollock,,519.37,30.41494055,137.5373976,472.1089263,167.1467599
Adult_pollock,,388.47,0.042711867,28.64173828,387.4091231,-2.377466534
Adult_pollock,,207.24,0.775806121,-13.02882012,202.842673,-40.40355642
Adult_pollock,,154.35,1.042736972,51.07321287,140.5484551,-38.23713721
Adult_pollock,,228.02,2.104915057,82.49888828,212.4848773,6.012364292
Adult_pollock,,335.11,1.052520671,64.55461319,328.1729735,20.75820404
Adult_pollock,,304.29,0.128081511,-8.963461944,295.535211,71.91174129
Adult_pollock,,242.08,2.11564427,102.1692365,217.2240398,31.24887374
Adult_pollock,,183.34,0.640750239,32.94230715,176.4752125,-37.23433641
Adult_pollock,,205.01,1.42601075,-15.55279915,202.3400336,-29.07579026
Adult_pollock,,278.89,1.04541221,22.72060514,276.9296511,-23.99772984
Adult_pollock,,223.98,0.677902931,67.55647292,213.1535037,12.95566959
Adult_pollock,,325.52,0.946390777,-0.579421807,321.5147175,50.90505058
Adult_pollock,,219.08,0.822916181,-3.740889394,215.2579271,-40.55858731
Adult_pollock,,281.97,1.628209254,18.85997023,278.3627846,-40.80594835
Adult_pollock,22.03,235.45,1.825600734,54.71685025,215.4869713,14.81878729
Adult_pollock,,331.63,0.765568235,-0.056015799,330.7921259,23.59145506
Adult_pollock,,388.84,0.710085634,157.2258004,344.8504992,86.94018271
Adult_pollock,,388.07,1.585601719,146.2416501,346.4260934,95.92580398
Adult_pollock,,206.65,1.118129083,-34.71550309,202.6279099,-21.04785407
Adult_pollock,,167.19,12.10866662,-12.1549103,160.1204943,46.55324423
Adult_pollock,,108.29,1.156450936,-32.51638887,103.1118845,-6.139901013
Adult_pollock,,249.29,1.704297468,-19.59020639,245.3605876,-39.51840555
Adult_pollock,,288.49,1.396324332,21.96566223,281.6108948,-58.64542713
Adult_pollock,21.14,242.04,0.133650951,55.52576015,221.2404179,34.34657772
Adult_pollock,,311.26,0.594615303,-14.86581786,306.1627407,54.08597593
Adult_pollock,,348.4,1.170690414,-33.23219593,338.3302398,76.22611731
Adult_pollock,,159.12,0.824373739,56.61862989,148.3290779,10.56615156
Adult_pollock,,376.33,0.562261174,5.765866375,376.2844476,-1.773087532
Adult_pollock,,301.1,2.524618316,-37.5594567,286.6251478,84.23282756
Adult_pollock,,383.09,10.33699677,139.4511736,342.9163934,98.59969956
Adult_pollock,,109.18,7.970156246,-25.70484039,104.5375406,18.19041607
Adult_pollock,18.6,164.73,0.218960576,48.18207406,143.6861885,8.045872134
Adult_pollock,,261.1,0.586537877,67.30287829,249.0054063,40.50765742
Adult_pollock,23.62,265.32,0.666901062,-12.62127954,260.1938206,-17.33219818
Adult_pollock,,280.28,0.738399279,30.9250239,276.5581399,-33.40224396
Adult_pollock,,201.53,3.835470312,-70.66209203,188.7307333,0.218407374
Adult_pollock,,198.35,0.437458986,58.57430892,185.199107,-40.15093451
Adult_pollock,,482.08,1.234722647,141.1589301,459.9915918,-29.78736655
Adult_pollock,,344.79,0.987593663,-25.39019781,333.8851891,82.20854865
Adult_pollock,,330.65,5.69149577,-64.1717021,308.0166634,101.6672699
Adult_pollock,,441.47,7.906077123,90.51937036,412.369103,129.046145
Adult_pollock,13.8,176.55,2.381201713,42.22263459,169.7779591,14.68548457
Adult_pollock,,285.12,1.774547738,74.92031279,274.6990138,14.92429831
Adult_pollock,,342.42,0.612854839,95.68393493,324.0983827,55.28855901
Adult_pollock,,345.93,1.149111383,-4.935379847,336.6684876,79.35460288
Adult_pollock,,322.49,1.021920128,13.32512192,322.1159671,-7.78317843
Adult_pollock,,282.96,0.816128939,24.46979322,281.3146796,-18.17922061
Adult_pollock,23.56,199.37,0.52445225,15.78642994,188.7678388,-24.77850822
Adult_pollock,,193.9,0.168093863,52.91644956,177.5797768,-57.10723942
Adult_pollock,,263.61,0.319697285,-32.79474409,261.537517,-3.632825796
Adult_pollock,,119.85,0.434831746,42.73640798,111.678695,-8.105221228
Adult_pollock,18.29,192.16,1.148637151,30.02915537,189.4929035,3.685306907
Adult_pollock,,292.04,1.172226194,2.947174828,291.2360255,-21.44977106
Adult_pollock,20.96,218.66,0.427042379,-31.06978576,214.9293601,-40.34658987
Adult_pollock,,441.98,1.450166013,120.5475664,421.5222021,55.96501776
Adult_pollock,,197.83,5.72791181,47.73165989,184.409627,53.38500434
Adult_pollock,,302.72,26.37875458,71.38854018,292.7898144,-28.54699195
Adult_pollock,,149.79,22.88962195,62.5304233,129.2097506,-42.78583026
Adult_pollock,,195.58,4.471537239,20.43712693,184.3611291,-62.00390735
Adult_pollock,,119.51,0.509639911,21.78555201,114.357191,-27.00950103
Adult_pollock,,193.63,1.122799706,21.69487957,191.8574498,-14.64241904
Adult_pollock,,302.44,0.912992989,-16.45637517,298.9528821,-42.71846549
Adult_pollock,,345.67,1.832874347,7.833946441,337.7975067,-72.956503
Adult_pollock,,209.51,0.591867187,35.84824308,202.1330668,41.84099156
Adult_pollock,,312.15,0.871581403,69.58997843,303.2500536,25.12544476
Adult_pollock,,426.18,1.653285132,-93.87223623,415.1597934,21.442891
Adult_pollock,,402.53,1.278677599,-83.68173875,387.6977803,-68.66791104
Adult_pollock,,248.2,4.816294699,-60.20247703,229.8915052,-71.6131669
Adult_pollock,,481.89,1.113371613,186.1898388,436.9717216,81.27612834
Adult_pollock,,389.86,0.512327545,123.3732046,358.8472367,89.42732432
Adult_pollock,,411.78,9.94544363,114.9456575,390.9547406,59.21495694
Adult_pollock,,268.55,5.44476375,71.87681755,257.2200953,-28.09339634
Adult_pollock,,441.04,2.442963152,121.3520826,422.4940642,-35.94859464
Adult_pollock,,237.94,25.71212051,104.5167971,213.0423048,-17.50415281
Adult_pollock,,261.56,0.058842428,57.94477591,246.4526897,-65.69623061
Adult_pollock,,192.24,0.970905435,21.55243592,190.6118339,-12.56387536
Adult_pollock,,304.24,1.339973006,-7.159473937,301.3747045,-41.06483485
Adult_pollock,,273.85,1.37519032,-69.5332914,263.1638041,-30.09958786
Adult_pollock,,305.75,0.742137646,-27.2002651,301.3132229,44.18741778
Adult_pollock,19.41,234.87,2.549570777,55.00262271,214.8048142,59.87755155
Adult_pollock,,404.88,0.597335116,119.0033934,381.0575268,67.51128054
Adult_pollock,,268.32,0.35310951,81.2374009,254.8959274,-20.55579943
Adult_pollock,,315.5,0.220516536,79.20883949,291.3867703,-91.41900055
Adult_pollock,,368.55,0.269066856,21.15029224,353.6386549,-101.5967184
Adult_pollock,18.27,191.51,1.437954539,32.7221201,179.6444454,11.78756936
Adult_pollock,,250.26,0.169722927,90.83671596,233.1791033,2.234965617
Adult_pollock,,310.29,1.041558611,83.10703153,289.0662263,-76.25830884
Adult_pollock,,206.77,0.516222614,13.65496597,194.1586903,-69.78053093
Adult_pollock,,283.04,1.230568897,-48.70546016,278.2147594,-18.33930943
Adult_pollock,,323.8,2.402499187,-29.23950917,314.4000337,71.73407855
Adult_pollock,,280.15,0.144009016,92.95708187,258.5732728,54.60369537
Adult_pollock,,301.59,1.053721763,125.3077952,270.91775,-43.07511663
Adult_pollock,,410.64,0.638955643,175.4744508,367.96968,49.2818513
Adult_pollock,,222.92,5.568464526,65.64324773,201.6665621,68.65004521
Adult_pollock,22.93,205.43,0.550234419,20.10344802,186.444424,-59.21415996
Adult_pollock,,287.97,1.006798177,-25.42582504,286.3941476,-16.13611353
Adult_pollock,,175.83,0.923020345,32.97314979,170.6287996,26.71490541
Adult_pollock,,175.07,0.085730516,41.12333875,167.5937364,29.50311877
Adult_pollock,,262.35,0.139636034,96.21371431,237.520136,56.14641806
Adult_pollock,,241.95,0.382257043,97.02685167,221.0948961,15.56892681
Adult_pollock,,351.81,4.442829613,-25.85097279,334.0419037,107.3287061
Adult_pollock,,159.31,16.31614236,70.73047301,141.3116405,-20.1641256
Adult_pollock,16.3,175.67,0.211440177,13.46163658,167.843413,40.66290715
Adult_pollock,,312.09,3.950352673,6.336739898,307.8522424,50.87844075
Adult_pollock,,305.74,1.217023859,-16.38480224,305.1871876,-8.157994198
Adult_pollock,,295.85,1.516683651,-65.72463163,287.27605,26.09168444
Adult_pollock,,357.42,0.692506237,20.33602006,356.7981528,5.765333951
Adult_pollock,,192.49,0.714165031,15.38863591,184.6810356,-52.05530975
Adult_pollock,,324.02,1.332306272,48.39413145,314.7556793,-59.82209711
Adult_pollock,,179.04,1.598376098,71.76105656,163.3725824,-14.63927338
Adult_pollock,,242.46,2.456231804,93.83858018,222.8898172,17.4099896
Adult_pollock,,180.93,0.237776552,69.17222232,161.9351577,41.58187419
Adult_pollock,,252.09,0.032105703,-70.72062769,229.8169757,-75.71093596
Adult_pollock,,324.29,2.140428299,-50.43502355,310.639038,78.23714548
Adult_pollock,20.67,183.6,4.081636799,4.777647706,173.2465234,-25.26819801
Adult_pollock,,323.27,1.718979158,-48.1754355,316.57989,44.27296475
Adult_pollock,,177.37,3.483809686,-3.708549318,170.8554385,47.48958533
Adult_pollock,,201.58,0.79943102,49.20195109,188.4898125,51.80583073
Adult_pollock,,265.56,1.999785192,-56.6745245,249.333903,-71.72924283
Adult_pollock,,173.78,1.71781885,73.86350638,157.257486,3.498565417
Adult_pollock,,241.19,0.153470117,100.0176259,217.1756638,31.64932266
Adult_pollock,,329.67,2.608592432,-5.900085636,329.616212,-0.582624379
Adult_pollock,,240.27,5.894168549,103.8227198,214.2050649,-32.65718633
Adult_pollock,,177.82,1.166950847,-7.423316169,177.523101,-7.216839798
Adult_pollock,,345.89,0.642943143,2.861104887,344.573688,29.95766182
Adult_pollock,,243.03,4.037419181,98.12021662,222.2542719,-6.405834184
Adult_pollock,,329.85,1.222815088,-11.49634556,326.6175731,-44.64354082
Adult_pollock,,291.33,1.810320447,-50.37260507,276.6436804,-76.16923368
Adult_pollock,,303.21,1.533746261,-93.25101204,281.9953999,-61.00456777
Adult_pollock,,296.79,0.439524954,81.91549027,280.9354778,49.50386631
Adult_pollock,,337.18,0.716488368,125.6327718,306.3549206,63.64070783
Adult_pollock,,196.03,0.340688803,-30.65011933,183.8826918,60.631423
Adult_pollock,,205.24,25.08610956,83.07076733,179.7213978,54.06245407
Adult_pollock,17.34,211.23,1.184726187,-42.75226079,190.8528962,58.62604575
Adult_pollock,21.29,185.08,0.444496127,-13.81513395,177.0906007,-8.52865004
Adult_pollock,18.41,242.97,0.634661173,84.90789891,204.7444824,-11.7969964
Adult_pollock,,358.29,2.682304379,83.4149401,341.6832325,68.32095419
Adult_pollock,,202.24,12.96052022,63.7112369,184.4264908,53.16769075
Adult_pollock,,234.74,5.408853772,97.72101565,206.8177419,52.71363404
Adult_pollock,,375.29,13.73982337,-89.92105624,360.5402411,-52.61427092
Adult_pollock,,192.91,0.672745295,35.42025076,182.0599892,-53.02795043
