haul ,deployment_ID,frame_number,target_number,class,LX,LY,RX,RY,Length,Range,Error,LHX,LHY,LTX,LTY,RHX,RHY,RTX,RTY,hx,hy,hz,tx,ty,tz,target_link,dorsal_position,shape,shapegroup,useforlength,stereotarget,tilt,yaw
133,D20150729-T084243,9,1,Krill,1334.795402,466.6451289,1129.674292,483.4860759,,133.21,3.197298233,,,,,,,,,56.48019947,119.5278194,16.3330885,,,,,,,,,yes,,
133,D20150729-T084243,35,1,Krill,1062.905701,1123.098656,539.168739,1145.77459,0.78,52.77,11.34557688,1058.754462,1118.38134,1073.472489,1132.910674,535.5589665,1141.180335,545.567881,1153.650458,10.09109465,45.97116568,-21.16519381,10.61184202,45.51367275,-21.52564349,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,13.53560269,132.1773118
133,D20150729-T084243,36,1,Krill,1376.707286,817.9772898,788.442788,844.5155378,0.9,51.44,7.265035169,1378.990146,814.8383572,1364.436913,832.5305226,793.8645806,839.807139,777.5992028,859.6394856,20.80329093,40.4266318,-7.372458118,20.21772055,40.34552232,-8.047805788,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,40.09494309,27.39182745
133,D20150729-T084243,37,1,Krill,1598.342325,675.0220122,849.7639062,701.3683334,,38.33,5.549869571,,,,,,,,,22.38977467,31.0614743,-1.69227294,,,,,,,,,yes,,
133,D20150729-T084243,42,1,Krill,793.0935915,680.5366408,361.592198,695.3475364,1.06,56.24,13.52975147,791.1536843,676.2972883,805.5642383,693.8467749,359.4749371,690.899609,373.0685272,703.9537709,-1.460173897,56.13600514,-3.026119927,-0.730104258,56.07016996,-3.792691537,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,42.87260916,154.0760513
133,D20150729-T084243,43,1,Krill,945.6709569,544.8783324,527.5443634,561.7019121,0.94,59.62,5.45308679,944.247986,542.0365819,954.9488925,557.5885659,530.1225672,563.7570321,539.8874118,576.5598285,6.579981236,58.69738559,3.781074143,7.134684752,58.60663763,3.028569631,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,47.29991772,145.8486181
133,D20150729-T084243,44,1,Krill,1110.532864,609.2254581,734.3872972,627.3603112,,67.05,2.307911373,,,,,,,,,17.07938911,64.83481548,0.384459111,,,,,,,,,yes,,
133,D20150729-T084243,52,1,Krill,1065.539194,925.9066323,501.1676799,946.10495,,45.26,3.587601092,,,,,,,,,9.528524734,42.58553248,-11.99423498,,,,,,,,,yes,,
133,D20150729-T084243,66,1,Krill,753.6040572,843.4281508,260.7194539,856.0838777,,49.91,4.968312452,,,,,,,,,-2.92722496,48.81690051,-9.981132655,,,,,,,,,yes,,
133,D20150729-T084243,68,1,Krill,1199.921177,635.484031,782.5763513,655.0583298,,61.26,2.571891666,,,,,,,,,20.02460705,57.88486443,-1.037090388,,,,,,,,,yes,,
133,D20150729-T084243,69,1,Krill,869.8599307,1140.90008,12.22081187,1157.921925,,30.65,14.09031306,,,,,,,,,1.271148859,27.64475718,-13.17785702,,,,,,,,,yes,,
133,D20150729-T084243,71,1,Krill,870.6379637,908.5907956,358.3316624,924.4171265,,48.76,3.323970219,,,,,,,,,2.164910956,47.08986054,-12.45741455,,,,,,,,,yes,,
133,D20150729-T084243,72,3,Krill,760.1952229,901.3797575,108.2414766,915.2515176,0.5,37.59,9.408254342,769.3039025,914.2837204,760.5747512,901.7592859,113.4789674,927.908787,107.3685614,915.2515176,-1.658876956,36.19216351,-9.738743377,-1.951827523,36.32750307,-9.358930692,,Dorsal UP,C curve,C curve,Dont Length,yes,-39.46148071,-42.78069732
133,D20150729-T084243,72,4,Krill,1598.744067,823.158971,1059.960455,848.1324442,0.78,64.9,7.00680396,1609.897391,834.1347311,1597.094594,817.85999,1070.980702,863.5166256,1061.270995,844.6366394,31.72606623,43.35688265,-8.788351429,31.3911502,43.61487003,-8.137874116,,Dorsal UP,C curve,C curve,Dont Length,yes,-43.00252325,-56.03925057
133,D20150729-T084243,81,1,Krill,987.6173331,473.9959382,569.0314019,491.0931332,,59.02,2.710695547,,,,,,,,,8.771241902,57.88844751,7.419693022,,,,,,,,,yes,,
133,D20150729-T084243,84,1,Krill,1195.588611,604.806872,772.9417046,622.1291036,,60.36,5.435632879,,,,,,,,,19.52672594,57.11198019,0.618285364,,,,,,,,,yes,,
133,D20150729-T084243,91,1,Krill,1494.541452,940.7745138,995.4489669,969.0009412,,57.41,4.149031507,,,,,,,,,29.46620257,47.18910065,-14.16591829,,,,,,,,,yes,,
133,D20150729-T084243,93,1,Krill,1049.37711,202.6025114,674.0101479,220.2043232,,69.39,1.998592724,,,,,,,,,13.36478875,63.72069949,23.99609595,,,,,,,,,yes,,
133,D20150729-T084243,94,1,Krill,1063.075815,501.6004872,618.0994091,517.6084084,,55.9,5.345426351,,,,,,,,,11.95883408,54.31538714,5.659309448,,,,,,,,,yes,,
133,D20150729-T084243,95,1,Krill,1593.411498,976.0467376,980.1112943,1006.085975,,48.67,4.593484554,,,,,,,,,27.3544312,38.1973049,-12.71686004,,,,,,,,,yes,,
133,D20150729-T084243,98,1,Krill,982.0384934,825.061563,144.303783,841.5796626,0.75,29.36,20.03682753,984.4833943,820.5669092,985.3037971,852.0703778,148.3675924,836.2537024,147.2196806,864.0905621,4.1951182,28.17209131,-5.164916134,4.208735433,28.10235222,-5.912948864,,Dorsal UP,Straight,Nearly straight,Dont Length,yes,63.88935913,89.02753446
133,D20150729-T084243,99,1,Krill,1354.976447,784.7412886,491.4512202,807.4464986,,30.62,9.308708015,,,,,,,,,13.38363084,27.22461949,-4.16844813,,,,,,,,,yes,,
133,D20150729-T084243,101,1,Krill,841.0031436,669.1041389,336.9452416,683.4925496,1.22,47.86,16.0622428,842.3239922,663.2546668,840.248373,690.6151011,339.2900742,674.8705007,336.2938203,704.1196451,0.959353519,47.8040528,-1.925092549,0.869121166,47.74050636,-3.14371428,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,65.13586966,74.62973629
133,D20150729-T084243,101,4,Krill,866.0836239,213.6744436,508.5249007,230.4432818,,71.48,3.2605412,,,,,,,,,2.825257206,67.07698323,24.52385025,,,,,,,,,yes,,
133,D20150729-T084243,102,1,Krill,1013.175599,1087.43114,268.8379478,1103.895079,,35.08,10.10306206,,,,,,,,,5.634696444,31.82529937,-13.64862533,,,,,,,,,yes,,
133,D20150729-T084243,102,3,Krill,1385.305963,688.7470439,974.7484943,709.795709,1.31,73.81,10.31486968,1390.730877,687.0110715,1366.427264,692.8699783,982.126377,706.5407608,958.0397601,714.7866296,30.52778953,58.15431467,-3.737313308,29.28390292,58.32968709,-4.123395839,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,16.94466833,-2.593715092
133,D20150729-T084243,102,4,Krill,1606.763161,913.5056873,1011.408982,943.008916,,49.8,4.33522206,,,,,,,,,28.62424461,39.28577797,-10.81399557,,,,,,,,,yes,,
133,D20150729-T084243,102,5,Krill,1619.873173,989.0193607,963.9849364,1018.248989,,46.09,6.544777139,,,,,,,,,26.42546751,35.70738456,-12.28952762,,,,,,,,,yes,,
133,D20150729-T084243,103,1,Krill,1014.89478,725.2833616,264.8571429,746.8971429,1.13,32.8,15.72264007,1017.242079,720.0511546,1017.053387,757.9783774,262.0233319,737.6580658,269.0106208,772.5945101,5.591777447,31.35500087,-2.91153425,5.647034968,31.67824182,-3.990782933,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,87.0664491,-114.2724993
133,D20150729-T084243,103,2,Krill,1213.87869,672.0383097,632.7863466,688.4600659,,43.76,10.4367817,,,,,,,,,14.76583497,41.13950043,-2.008598781,,,,,,,,,yes,,
133,D20150729-T084243,103,3,Krill,988.3721037,363.422045,488.8606735,383.8017947,,49.6,0.458044583,,,,,,,,,7.303281316,47.83384644,10.90196554,,,,,,,,,yes,,
133,D20150729-T084243,103,4,Krill,1229.671753,792.7191497,837.9985283,812.6839894,,66.71,5.511116831,,,,,,,,,23.12509632,61.78657778,-9.91942612,,,,,,,,,yes,,
133,D20150729-T084243,104,1,Krill,1361.983552,580.2299005,743.7772044,601.0271122,1.61,47.7,9.105780119,1374.437267,577.7768961,1330.283187,577.7768961,758.2162942,598.8940649,711.6174135,598.7299843,19.50338466,38.28158734,1.349867186,17.89525326,38.25189943,1.344845935,,Dorsal UP,Semi curve,Nearly straight,Length,yes,-1.675651873,0.503342401
133,D20150729-T084243,106,1,Krill,1025.946117,718.5927491,422.4315202,735.9549142,1.19,41.47,13.99506401,1029.102875,707.4006096,1024.511228,738.6812045,424.411668,723.4139784,423.4215941,755.0963424,7.492590657,39.62289315,-3.212943093,7.378668508,39.88180288,-4.371613162,,Dorsal FAR,Semi curve,Nearly straight,Dont Length,yes,79.27638213,48.27823665
133,D20150729-T084243,108,1,Krill,1337.067631,639.5864759,671.1703235,658.3675271,1.69,43.88,9.947616735,1346.55038,646.5737647,1316.854402,619.3732474,673.9912786,667.9153752,669.2173545,641.6587929,16.97626363,35.13773178,-0.956263064,16.64571788,36.57057137,-0.114576534,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,-9.695757446,-79.55204631
133,D20150729-T084243,108,2,Krill,1309.362914,841.7333021,697.2316089,864.9265413,,43.28,6.757160392,,,,,,,,,17.43154451,38.80336581,-7.991633186,,,,,,,,,yes,,
133,D20150729-T084243,109,1,Krill,915.5367406,418.1429137,419.8487188,435.3455273,,49.23,4.727266162,,,,,,,,,4.16928574,48.28275525,8.652603681,,,,,,,,,yes,,
133,D20150729-T084243,110,1,Krill,1445.243839,548.7979492,1005.283706,568.7902671,2.65,70.12,7.183144202,1460.820762,555.5111633,1418.072442,524.91465,1017.336779,574.2428478,971.4203098,546.6929661,31.34199403,53.00615458,2.984334773,29.08366016,52.79834728,4.361059298,,Dorsal UP,Straight,Nearly straight,Length,yes,-32.6913646,-6.205019169
133,D20150729-T084243,110,2,Krill,642.541444,1076.721841,205.7440994,1085.530435,,60.96,13.53349961,,,,,,,,,-8.992407673,55.64916489,-23.21432745,,,,,,,,,yes,,
133,D20150729-T084243,110,4,Krill,817.039177,732.5048695,444.7502606,746.3424392,,66.27,4.165279658,,,,,,,,,-0.177066868,65.91517457,-6.877543835,,,,,,,,,yes,,
133,D20150729-T084243,111,1,Krill,1246.684138,830.2476625,729.4979106,851.176555,,50.54,6.995073518,,,,,,,,,18.08440197,46.32016254,-9.016701797,,,,,,,,,yes,,
133,D20150729-T084243,111,2,Krill,679.5644315,194.2236172,148.775101,218.6083117,1.58,47.51,9.517289319,676.0113913,187.7210056,700.2856593,223.107494,141.2647529,209.6186655,167.3043386,239.9981823,-5.722807885,43.7114773,17.01172465,-4.783028903,43.9730258,15.77492172,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,54.36308344,170.6058167
133,D20150729-T084243,111,3,Krill,686.3490064,1115.419686,76.62506311,1134.283131,1.3,44.33,30.32861556,689.2813245,1112.516672,670.185567,1137.438254,81.59858858,1126.819579,68.31509741,1146.175523,-4.702334066,39.47700793,-17.81915799,-5.442142554,39.87566835,-18.80967371,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,53.63888608,-5.400512453
133,D20150729-T084243,111,7,Krill,874.4378494,881.6745764,469.2244558,894.2168686,,62.17,8.312291594,,,,,,,,,2.980203486,60.40160221,-14.40529781,,,,,,,,,yes,,
133,D20150729-T084243,111,8,Krill,600.7527483,805.2838367,160.4955224,815.3910448,,56.47,6.339622913,,,,,,,,,-10.83622939,54.64295788,-9.278617389,,,,,,,,,yes,,
133,D20150729-T084243,113,2,Krill,1283.964179,442.7462687,306.2328358,470.4179104,,26.19,0.588961263,,,,,,,,,10.13582745,23.85478843,3.758809505,,,,,,,,,yes,,
133,D20150729-T084243,115,3,Krill,589.6772698,1153.900845,248.1785181,1165.646976,1.01,84.5,19.04765807,594.9083649,1142.298502,587.5883246,1155.697898,256.2938437,1156.767988,245.3004457,1167.925467,-15.1475058,73.59269785,-35.37449398,-15.4536947,72.71815922,-35.77940377,,Dorsal DOWN,C curve,C curve,Dont Length,yes,3.393876678,71.52089625
133,D20150729-T084243,115,4,Krill,593.4855592,1071.528955,198.8728391,1082.035237,1.29,70.32,29.87611113,597.1745005,1066.755031,584.8056973,1088.888679,203.9767553,1078.378498,193.0325815,1092.719139,-12.6656174,62.33934945,-25.54041548,-13.37088645,62.4109009,-26.62352797,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,51.65704289,22.45960236
133,D20150729-T084243,116,1,Krill,874.5904354,697.9741145,539.9202868,711.8631165,2.47,73.49,16.14219433,865.6743383,696.0781195,901.276598,705.5720554,529.0711559,709.1322814,561.3289609,716.2527333,3.020615737,73.43783736,-5.217281607,5.326329448,72.69297767,-5.696430369,,Dorsal FAR,Straight,Nearly straight,Length,yes,6.132718735,158.6858977
133,D20150729-T084243,116,2,Krill,1120.433603,1155.086188,641.5828441,1176.609533,1.45,60.38,19.70666238,1126.249003,1150.861088,1103.441804,1161.690405,648.0710409,1172.616797,632.100095,1181.350908,14.21457211,50.37141331,-24.69112264,13.36213038,51.17431568,-25.54871527,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,46.65427799,-27.7803498
133,D20150729-T084243,116,3,Krill,651.2705953,1019.413065,253.0396748,1028.379191,,65.93,11.17610363,,,,,,,,,-9.40111091,61.30599174,-22.34839486,,,,,,,,,yes,,
133,D20150729-T084243,117,1,Krill,1558.273133,703.9056269,1051.78848,730.0144709,0.66,66.53,14.57298669,1563.19555,693.4044707,1562.375147,708.0076411,1057.602884,715.4975339,1057.926541,731.140951,31.77744801,46.19447747,-3.262310365,31.82564928,46.31441327,-3.911766937,,Dorsal DOWN,L curve,L curve,Dont Length,yes,81.82420787,106.6305014
133,D20150729-T084243,117,2,Krill,1612.007166,456.7528437,891.9266064,479.4331657,,40.2,4.42118007,,,,,,,,,23.61587246,32.19169396,4.724465213,,,,,,,,,yes,,
133,D20150729-T084243,118,1,Krill,1274.555102,615.8259506,605.8543625,637.1018654,,38.42,4.572290841,,,,,,,,,14.73937967,35.47592805,0.017582507,,,,,,,,,yes,,
133,D20150729-T084243,119,1,Krill,1338.57988,327.0544036,887.0818889,343.5055357,2.24,65.26,7.136721124,1337.830893,336.438996,1341.22736,291.1527598,886.6478958,353.487377,879.9210028,308.786088,24.92788891,52.31562713,13.42360801,24.51041588,51.04955306,15.2213458,,Dorsal UP,Straight,Nearly straight,Dont Length,yes,-68.3530659,62.30249388
133,D20150729-T084243,119,2,Krill,1638.093469,957.0571496,680.1474607,987.9705597,,31.44,8.042888289,,,,,,,,,18.40437408,24.32082081,-7.641885909,,,,,,,,,yes,,
133,D20150729-T084243,119,3,Krill,677.5254581,820.1623967,329.5106349,831.1223656,,72.34,5.811270354,,,,,,,,,-9.086553012,70.59260106,-12.93871423,,,,,,,,,yes,,
133,D20150729-T084243,120,1,Krill,1308.613644,482.0009651,608.0384202,501.8308359,2.15,40.76,4.714956904,1288.878171,491.4891731,1359.849967,466.440304,593.1833915,513.9774815,650.2920006,488.1494673,14.56927626,33.94446802,3.841696241,16.43264695,33.12220179,4.533437039,,Dorsal FAR,Straight,Nearly straight,Dont Length,yes,-24.64046922,163.8818784
133,D20150729-T084243,120,2,Krill,760.1952229,891.1324929,60.57317242,899.8188656,1.25,35.06,3.774805663,765.1298288,896.8467336,740.1752258,864.0802548,64.34419385,912.3289655,47.92793325,881.7607561,-1.675457851,33.77727609,-8.573381717,-2.466164876,34.18174958,-7.692633668,,Dorsal FAR,Straight,Nearly straight,Dont Length,yes,-34.01899711,-41.95852666
133,D20150729-T084243,120,3,Krill,1168.283427,1167.61963,736.6598817,1190.584111,,65.24,8.205447233,,,,,,,,,17.98216976,55.94568599,-28.33768121,,,,,,,,,yes,,
133,D20150729-T084243,120,4,Krill,1230.746922,549.0278408,791.3769765,564.7571032,,58.44,7.634422117,,,,,,,,,20.47139019,54.63570228,3.400854978,,,,,,,,,yes,,
133,D20150729-T084243,120,6,Krill,1092.530447,502.8659138,461.3391943,521.0809605,,39.06,6.094688291,,,,,,,,,9.323628211,37.72730499,3.901879051,,,,,,,,,yes,,
133,D20150729-T084243,121,1,Krill,1292.648437,405.2627533,882.3947634,423.9787056,2.52,69.38,10.72970147,1285.82092,398.9297928,1306.509339,436.8823411,875.4768272,415.6232069,888.1752362,452.4343251,24.78106044,58.02924437,11.52894359,25.37292588,56.86588346,9.368050957,,Dorsal DOWN,Semi curve,Nearly straight,Length,yes,39.32312262,106.1656074
133,D20150729-T084243,121,2,Krill,583.7131197,1196.411011,176.0506153,1212.151777,2.98,69.88,23.46470517,571.6600464,1196.124033,612.6978911,1195.263099,160.9946215,1209.898974,193.4231282,1211.046885,-13.65894445,60.07399653,-31.80693915,-11.13317798,58.67273555,-31.06725936,,Dorsal UP,Straight,Nearly straight,Dont Length,yes,-22.62922558,157.4440873
133,D20150729-T084243,121,3,Krill,831.8881223,787.8059081,258.5923792,803.4834639,1.32,42.26,11.87854753,836.2537024,797.2247033,828.5052982,766.8050422,257.5749027,812.8690694,262.5658233,790.3014284,0.606318016,41.29955579,-6.740231469,0.327670305,42.2627186,-5.884383338,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,-20.02248886,-77.90283878
133,D20150729-T084243,121,4,Krill,548.9887896,551.571591,251.3995585,563.9031763,,84.68,2.53846629,,,,,,,,,-20.1203242,82.11396662,4.784419324,,,,,,,,,yes,,
133,D20150729-T084243,122,1,Krill,919.826668,1166.627692,414.8409539,1183.138281,2.35,53.58,23.18068798,913.3384712,1159.390857,932.0544235,1198.070492,414.5109292,1174.227616,410.8806584,1215.15067,4.159643546,48.40427991,-23.95863994,4.777280245,46.22047667,-24.58201698,,N/A,Straight,Nearly straight,Dont Length,yes,-4.225408568,104.8466605
133,D20150729-T084243,122,2,Krill,555.7421006,343.8149072,118.5145151,359.2143489,,57.16,4.261864021,,,,,,,,,-12.96000147,54.04010079,13.37067209,,,,,,,,,yes,,
133,D20150729-T084243,122,3,Krill,729.6007087,886.6234699,406.8316995,898.1226115,,79.36,6.482326434,,,,,,,,,-6.282335312,76.86360311,-18.71733417,,,,,,,,,yes,,
133,D20150729-T084243,123,1,Krill,998.9845404,736.2849388,527.1784665,755.3259248,1.71,53.2,5.222359306,1005.585033,743.8755052,979.5130876,723.4139784,529.4808516,762.0472187,512.5020801,741.073442,8.55151487,50.95042895,-5.884085883,7.49047223,51.98272924,-5.03658675,,Dorsal DOWN,L curve,L curve,Dont Length,yes,-15.65216547,-50.7647883
133,D20150729-T084243,123,4,Krill,1301.354294,607.067076,1019.058647,625.0379423,,93.92,3.994538421,,,,,,,,,37.86985903,85.94834668,0.712437045,,,,,,,,,yes,,
133,D20150729-T084243,123,5,Krill,1213.375783,500.609806,800.0703657,516.9839879,,62.11,5.358636894,,,,,,,,,20.86737238,58.1747041,6.143976665,,,,,,,,,yes,,
133,D20150729-T084243,123,6,Krill,865.6545919,506.257775,578.5176902,520.578134,,86.86,3.13833252,,,,,,,,,3.552275066,86.36152852,8.545469618,,,,,,,,,yes,,
133,D20150729-T084243,124,1,Krill,718.6925675,1102.494362,385.798163,1114.971664,1.71,81.62,15.48845301,716.1971072,1097.503442,735.6616976,1111.478019,381.8054265,1108.233921,399.2736486,1128.447149,-7.004143542,74.19216568,-32.40261897,-5.672139784,73.87701364,-33.41955081,,Dorsal UP,L curve,L curve,Dont Length,yes,30.90846213,153.9619712
133,D20150729-T084243,124,2,Krill,1227.76647,845.2015551,562.0814404,869.1198504,1.46,41.45,7.476783478,1219.520601,835.8707035,1255.976021,864.5142479,555.629459,858.1135292,578.0216298,889.993908,13.0962092,35.86232007,-7.174214185,13.99798941,35.03380426,-7.975814068,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,19.79021855,130.1524962
133,D20150729-T084243,125,1,Krill,1114.622299,294.1523833,793.9732433,308.9360516,1.86,84.58,5.512454735,1116.305721,300.776085,1107.814552,273.9817286,796.2829854,316.5114113,788.7352794,293.3760515,20.43179138,75.56107228,21.68122491,19.89345762,75.71095035,23.45786687,,Dorsal FAR,Semi curve,Nearly straight,Dont Length,yes,-62.34016928,-54.00800319
133,D20150729-T084243,126,1,Krill,1590.603185,632.2941794,862.3543456,658.0691026,2.77,46.39,12.59355039,1607.650392,635.9431038,1525.287724,607.2453103,881.4957739,662.0293981,791.3990512,629.3569602,23.33914433,31.9929154,-0.599324194,20.72307595,31.77479745,0.288245827,,Dorsal UP,Semi curve,Nearly straight,Length,yes,-20.15481655,-1.436684262
133,D20150729-T084243,126,2,Krill,642.5810282,893.8738808,379.528319,904.9275223,2.42,101.57,10.90229564,638.6015618,897.684775,658.1271491,877.5028655,375.2522538,909.4985758,396.4186468,888.1681022,-15.75061085,95.83438688,-24.39437307,-14.12656978,96.43205887,-22.70656959,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,-35.71755261,-147.347993
133,D20150729-T084243,126,3,Krill,578.8344948,1068.70583,148.3955727,1080.517124,1.47,63.86,8.869180319,574.7067797,1071.412245,592.4000239,1051.453402,144.6638485,1084.110384,160.544614,1067.733345,-12.70136697,56.74492981,-23.5185682,-11.7245453,56.47757734,-22.45889301,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,-47.19779522,-177.0768151
133,D20150729-T084243,126,4,Krill,805.085882,695.3288554,513.6048385,707.8931837,,85.83,5.105234776,,,,,,,,,-1.152176393,85.61362049,-6.042488236,,,,,,,,,yes,,
133,D20150729-T084243,127,1,Krill,392.4807132,840.0596804,40.60953013,848.6253212,1.37,81.9,16.29943832,389.8390161,848.1734643,402.858809,830.8137405,36.81424694,857.3544725,53.51349297,837.619,-27.24244472,69.48055089,-14.61467315,-26.59922965,70.03308262,-13.54176737,,Dorsal DOWN,L curve,L curve,Dont Length,yes,-36.87761311,-127.4409809
133,D20150729-T084243,128,1,Krill,1642.66387,773.8096907,1103.346393,798.89313,,54.76,6.906449707,,,,,,,,,32.96335817,43.26978738,-6.291640974,,,,,,,,,yes,,
133,D20150729-T084243,128,2,Krill,679.4576226,743.941285,187.7840117,755.4263671,1.31,49.75,15.29778284,676.9964142,739.8392708,705.7105132,740.6596737,183.2976945,750.2367085,216.0949277,751.4234505,-6.247152054,48.42686887,-5.319795122,-5.042883541,48.92880886,-5.412216314,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,12.3881318,-160.2727798
133,D20150729-T084243,128,3,Krill,497.5730849,333.9576876,179.5333961,345.2057579,,81.01,6.225572024,,,,,,,,,-22.12915411,75.46823278,19.42373051,,,,,,,,,yes,,
133,D20150729-T084243,128,4,Krill,711.7808737,268.7323292,380.5327417,283.5341997,1.72,77.03,16.55168843,708.6791617,274.5635478,720.4656674,260.6678779,380.6669125,286.9269719,386.6594201,272.9444541,-7.409079525,73.40581902,22.83289428,-6.501867261,72.02886894,23.33361263,,Dorsal DOWN,L curve,L curve,Dont Length,yes,-32.83556031,129.2217612
133,D20150729-T084243,128,6,Krill,1366.587727,371.2755606,991.4713296,391.6357611,,72.1,1.248811915,,,,,,,,,31.77666227,63.16262055,14.09407478,,,,,,,,,yes,,
133,D20150729-T084243,128,7,Krill,1359.674364,772.8216202,949.6893225,796.0399732,,65.5,3.356973292,,,,,,,,,28.870226,58.1942887,-8.382608387,,,,,,,,,yes,,
133,D20150729-T084243,129,1,Krill,630.7256946,787.4226349,246.7722081,797.01592,1.47,65.38,22.89067658,625.9673582,783.3206207,643.8521399,798.2519522,240.5687841,791.8050438,254.3403854,803.467481,-11.04186915,62.99031984,-9.390124724,-9.909740008,62.3080244,-10.03101135,,N/A,Semi curve,Nearly straight,Dont Length,yes,15.08409958,141.9176188
133,D20150729-T084243,130,1,Krill,836.1008867,374.2149225,456.0701364,390.0277087,1.45,64.81,10.73776779,833.9177346,369.5451215,850.1924757,386.9048454,454.1832099,386.0651631,467.0143102,400.0284192,0.802893776,63.58281095,14.1519502,1.723722655,63.08905815,13.14482745,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,33.10169342,137.3846536
133,D20150729-T084243,131,1,Krill,647.2157915,722.6928517,88.80962664,731.3510706,,43.14,10.94865334,,,,,,,,,-6.616950117,42.4467591,-3.963863205,,,,,,,,,yes,,
133,D20150729-T084243,132,2,Krill,1211.620841,459.4516738,645.0842837,480.9762386,2.73,47.55,5.931523117,1217.3604,471.7917251,1211.907819,423.579432,656.0565139,489.6093116,622.8668918,444.9405722,15.37834285,42.41531491,5.597469635,14.41905094,40.30294331,7.030057744,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,-49.34033447,58.63495551
133,D20150729-T084243,132,3,Krill,961.5121151,190.6188137,327.8817843,216.5625551,0.4,40.06,5.908056853,955.2194157,196.3518564,961.2610113,187.289463,321.0676509,222.8917227,324.1963343,210.0533321,4.55669799,36.90503038,14.04457487,4.741430696,36.72827805,14.35369478,,Dorsal UP,C curve,C curve,Dont Length,yes,-59.53524007,160.8093885
133,D20150729-T084243,132,4,Krill,678.5482061,1131.420002,191.6618011,1146.175523,1.51,56.18,25.658954,685.2750991,1132.721981,652.0746272,1136.193926,201.8190958,1144.133785,166.5417742,1147.907638,-6.152128649,50.0974758,-23.52101244,-7.650235613,49.93053119,-23.61274216,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,-0.081077116,6.693214504
133,D20150729-T084243,132,5,Krill,665.3046462,869.1368442,244.8425978,880.4684552,,59.68,5.341814959,,,,,,,,,-8.069818311,57.65538792,-13.14571598,,,,,,,,,yes,,
133,D20150729-T084243,133,1,Krill,960.0853276,896.4506038,620.1218855,911.0925569,2.45,76.2,14.48824714,958.3480991,902.6791113,983.9169947,877.6496439,618.6246093,917.5807537,642.0819362,892.8756967,9.152812702,72.88169439,-18.83272873,10.76092524,72.35696474,-17.05477117,,Dorsal DOWN,Semi curve,Nearly straight,Dont Length,yes,-48.0879286,-177.7767933
133,D20150729-T084243,133,2,Krill,636.5919235,482.6220228,332.8944045,493.889026,,82.1,6.04597947,,,,,,,,,-13.31916078,80.42649916,9.762751549,,,,,,,,,yes,,
133,D20150729-T084243,133,3,Krill,1617.998459,989.5698918,1125.73536,1015.016647,2.27,73.66,5.420772454,1620.530222,993.627194,1607.293432,947.1899327,1125.021966,1021.57987,1129.302328,977.9201717,35.25619246,47.59408534,-16.61306953,35.88907976,49.21126737,-15.14384137,,N/A,Straight,Nearly straight,Dont Length,yes,-22.30735268,-108.2122804
133,D20150729-T084243,133,4,Krill,1283.487409,1121.589115,941.3310259,1144.222798,2.01,90.36,17.96012535,1287.722944,1116.508441,1267.871987,1133.770142,947.1899327,1138.363892,923.1033159,1157.459588,30.77074654,71.22625503,-32.73118143,29.12351883,70.38127168,-33.51905058,,Dorsal UP,Semi curve,Nearly straight,Dont Length,yes,12.89779386,32.15662634
133,D20150729-T084243,134,1,Krill,1058.754462,274.9251919,663.4433594,292.8509937,2.06,66.55,6.715680565,1051.772834,275.6799625,1084.982741,261.5280137,658.9147358,293.6057643,685.1430142,277.000811,12.90459149,61.08577652,18.87293038,14.484661,59.86112688,19.36276268,,Dorsal NEAR,Semi curve,Nearly straight,Dont Length,yes,-24.5009589,147.8976407
133,D20150729-T084243,134,2,Krill,428.1436242,399.8397266,21.93417502,412.1316043,,63.2,4.567614503,,,,,,,,,-20.87209433,58.52827837,11.54593763,,,,,,,,,yes,,
133,D20150729-T084243,134,3,Krill,1326.056329,665.1683455,1031.62329,683.0074852,2.43,99.4,9.411777449,1324.080403,666.1937985,1349.325642,654.0027217,1029.444733,684.7501278,1048.54049,672.9905935,37.93292174,82.0997987,-3.739002005,38.91183004,80.10021552,-2.770007124,,Dorsal FAR,Straight,Nearly straight,Dont Length,yes,-40.38883032,122.4345288
