deployment_id,range,dist_cov
Day 4:103:H2CC09T103,307.87,3.48401264477667
Day 4:103:H2CC09T103,315.33,3.48401264477667
Day 4:103:H2CC09T103,320.44,3.48401264477667
Day 4:103:H2CC09T103,334.5,3.48401264477667
Day 4:103:H2CC09T103,441.11,3.48401264477667
Day 4:103:H2CC09T103,392.36,3.48401264477667
Day 4:103:H2CC09T103,390.08,3.48401264477667
Day 4:103:H2CC09T103,405.36,3.48401264477667
Day 4:103:H2CC09T103,360.49,3.48401264477667
Day 4:103:H2CC09T103,380.69,3.48401264477667
Day 4:103:H2CC09T103,405.24,3.48401264477667
Day 4:103:H2CC09T103,389.83,3.48401264477667
Day 4:103:H2CC09T103,380.22,3.48401264477667
Day 4:103:H2CC09T103,388.6,3.48401264477667
Day 4:103:H2CC09T103,346.03,3.48401264477667
Day 4:103:H2CC09T103,416.79,3.48401264477667
Day 4:103:H2CC09T103,369.87,3.48401264477667
Day 4:103:H2CC09T103,423.25,3.48401264477667
Day 4:103:H2CC09T103,401.01,3.48401264477667
Day 4:103:H2CC09T103,354.82,3.48401264477667
Day 4:103:H2CC09T103,380.9,3.48401264477667
Day 4:103:H2CC09T103,390.79,3.48401264477667
Day 4:103:H2CC09T103,387.53,3.48401264477667
Day 4:103:H2CC09T103,380.98,3.48401264477667
Day 4:103:H2CC09T103,363.91,3.48401264477667
Day 4:103:H2CC09T103,376.06,3.48401264477667
Day 4:103:H2CC09T103,368.8,3.48401264477667
Day 4:103:H2CC09T103,368.63,3.48401264477667
Day 4:103:H2CC09T103,380.78,3.48401264477667
Day 4:103:H2CC09T103,386.34,3.48401264477667
Day 4:105:H2D15T105,210.45,2.2459385643101
Day 4:105:H2D15T105,293.8,2.2459385643101
Day 4:105:H2D15T105,283.06,2.2459385643101
Day 4:105:H2D15T105,470.8,2.2459385643101
Day 4:105:H2D15T105,209.68,2.2459385643101
Day 4:105:H2D15T105,216,2.2459385643101
Day 4:105:H2D15T105,295.97,2.2459385643101
Day 4:105:H2D15T105,289.54,2.2459385643101
Day 4:105:H2D15T105,299.41,2.2459385643101
Day 4:105:H2D15T105,292.64,2.2459385643101
Day 4:105:H2D15T105,283.45,2.2459385643101
Day 4:105:H2D15T105,282.61,2.2459385643101
Day 4:105:H2D15T105,304.97,2.2459385643101
Day 4:105:H2D15T105,188.69,2.2459385643101
Day 4:105:H2D15T105,185.62,2.2459385643101
Day 4:105:H2D15T105,219.49,2.2459385643101
Day 4:105:H2D15T105,213.85,2.2459385643101
Day 4:105:H2D15T105,208.54,2.2459385643101
Day 4:105:H2D15T105,295.27,2.2459385643101
Day 4:105:H2D15T105,297.7,2.2459385643101
Day 4:105:H2D15T105,233.5,2.2459385643101
Day 4:105:H2D15T105,212.13,2.2459385643101
Day 4:105:H2D15T105,387.92,2.2459385643101
Day 4:105:H2D15T105,212.66,2.2459385643101
Day 4:105:H2D15T105,212.45,2.2459385643101
Day 4:105:H2D15T105,258.35,2.2459385643101
Day 4:105:H2D15T105,292.51,2.2459385643101
Day 4:105:H2D15T105,293.27,2.2459385643101
Day 4:105:H2D15T105,292.16,2.2459385643101
Day 4:105:H2D15T105,286.46,2.2459385643101
Day 4:105:H2D15T105,287.94,2.2459385643101
Day 4:105:H2D15T105,283.75,2.2459385643101
Day 4:105:H2D15T105,280.14,2.2459385643101
Day 4:105:H2D15T105,205.75,2.2459385643101
Day 4:105:H2D15T105,311.61,2.2459385643101
Day 4:105:H2D15T105,310.46,2.2459385643101
Day 4:105:H2D15T105,208.4,2.2459385643101
Day 4:105:H2D15T105,186.48,2.2459385643101
Day 4:105:H2D15T105,373.63,2.2459385643101
Day 4:105:H2D15T105,174.01,2.2459385643101
Day 4:105:H2D15T105,196.24,2.2459385643101
Day 5:103:D1D28T103,267.27,3.37793965969237
Day 5:103:D1D28T103,173.63,3.37793965969237
Day 5:103:D1D28T103,133.87,3.37793965969237
Day 5:103:D1D28T103,197.49,3.37793965969237
Day 5:103:D1D28T103,425.96,3.37793965969237
Day 5:103:D1D28T103,148.84,3.37793965969237
Day 5:103:D1D28T103,102.24,3.37793965969237
Day 5:103:D1D28T103,63.47,3.37793965969237
Day 5:103:D1D28T103,137.01,3.37793965969237
Day 5:103:D1D28T103,122.83,3.37793965969237
Day 5:103:D1D28T103,188.69,3.37793965969237
Day 5:103:D1D28T103,80.44,3.37793965969237
Day 5:103:D1D28T103,124.28,3.37793965969237
Day 5:103:D1D28T103,259.81,3.37793965969237
Day 5:103:D1D28T103,359.18,3.37793965969237
Day 5:103:D1D28T103,134.17,3.37793965969237
Day 5:103:D1D28T103,267.57,3.37793965969237
Day 5:103:D1D28T103,390.48,3.37793965969237
Day 5:103:D1D28T103,388.26,3.37793965969237
Day 5:103:D1D28T103,82.44,3.37793965969237
Day 5:103:D1D28T103,140.37,3.37793965969237
Day 5:103:D1D28T103,133.92,3.37793965969237
Day 5:103:D1D28T103,104.36,3.37793965969237
Day 5:103:D1D28T103,207.59,3.37793965969237
Day 5:103:D1D28T103,154.15,3.37793965969237
Day 5:103:D1D28T103,118.66,3.37793965969237
Day 5:103:D1D28T103,264.75,3.37793965969237
Day 5:103:D1D28T103,374.18,3.37793965969237
Day 5:103:D1D28T103,114.76,3.37793965969237
Day 5:103:D1D28T103,119.62,3.37793965969237
Day 5:103:D1D28T103,135.77,3.37793965969237
Day 5:103:D1D28T103,136.33,3.37793965969237
Day 5:103:D1D28T103,225.97,3.37793965969237
Day 5:103:D1D28T103,338.91,3.37793965969237
Day 5:103:D1D28T103,57.67,3.37793965969237
Day 5:103:D1D28T103,107.17,3.37793965969237
Day 5:103:D1D28T103,260.43,3.37793965969237
Day 5:103:D1D28T103,91.65,3.37793965969237
Day 5:103:D1D28T103,177.74,3.37793965969237
Day 5:103:D1D28T103,205.93,3.37793965969237
Day 5:103:D1D28T103,152.85,3.37793965969237
Day 5:103:D1D28T103,108.9,3.37793965969237
Day 5:103:D1D28T103,291.65,3.37793965969237
Day 5:103:D1D28T103,146.47,3.37793965969237
Day 5:103:D1D28T103,121.44,3.37793965969237
Day 5:103:D1D28T103,306.62,3.37793965969237
Day 5:103:D1D28T103,257.92,3.37793965969237
Day 5:103:D1D28T103,91.45,3.37793965969237
Day 5:103:D1D28T103,131.17,3.37793965969237
Day 5:103:D1D28T103,142.25,3.37793965969237
Day 5:103:D1D28T103,228.49,3.37793965969237
Day 5:103:D1D28T103,443.47,3.37793965969237
Day 5:103:D1D28T103,138.81,3.37793965969237
Day 5:103:D1D28T103,133.74,3.37793965969237
Day 5:103:D1D28T103,202.28,3.37793965969237
Day 5:103:D1D28T103,369.7,3.37793965969237
Day 5:103:D1D28T103,318.24,3.37793965969237
Day 5:103:D1D28T103,115.35,3.37793965969237
Day 5:103:D1D28T103,220.94,3.37793965969237
Day 5:103:D1D28T103,128.85,3.37793965969237
Day 5:103:D1D28T103,431.89,3.37793965969237
Day 5:103:D1D28T103,350.77,3.37793965969237
Day 5:103:D1D28T103,264.4,3.37793965969237
Day 5:103:D1D28T103,308,3.37793965969237
Day 5:103:D1D28T103,499.96,3.37793965969237
Day 5:103:D1D28T103,147.21,3.37793965969237
Day 5:103:D1D28T103,123.53,3.37793965969237
Day 5:103:D1D28T103,357.35,3.37793965969237
Day 5:103:D1D28T103,131.44,3.37793965969237
Day 5:103:D1D28T103,188.34,3.37793965969237
Day 5:103:D1D28T103,235.78,3.37793965969237
Day 5:103:D1D28T103,124.28,3.37793965969237
Day 5:103:D1D28T103,182.5,3.37793965969237
Day 5:103:D1D28T103,133.35,3.37793965969237
Day 5:103:D1D28T103,185.99,3.37793965969237
Day 5:103:D1D28T103,246.81,3.37793965969237
Day 5:103:D1D28T103,559.06,3.37793965969237
Day 5:103:D1D28T103,88.39,3.37793965969237
Day 5:103:D1D28T103,296.4,3.37793965969237
Day 5:103:D1D28T103,263.22,3.37793965969237
Day 5:103:D1D28T103,426.69,3.37793965969237
Day 5:103:D1D28T103,88.95,3.37793965969237
Day 5:103:D1D28T103,298.86,3.37793965969237
Day 5:103:D1D28T103,271.77,3.37793965969237
Day 5:103:D1D28T103,313.11,3.37793965969237
Day 5:103:D1D28T103,325.82,3.37793965969237
Day 5:103:D1D28T103,107.41,3.37793965969237
Day 5:103:D1D28T103,286.34,3.37793965969237
Day 5:103:D1D28T103,301.59,3.37793965969237
Day 5:103:D1D28T103,161.77,3.37793965969237
Day 5:103:D1D28T103,466.52,3.37793965969237
Day 5:103:D1D28T103,317.31,3.37793965969237
Day 5:103:D1D28T103,209.83,3.37793965969237
Day 5:103:D1D28T103,382.09,3.37793965969237
Day 5:103:D1D28T103,65.39,3.37793965969237
Day 5:103:D1D28T103,261.18,3.37793965969237
