FRAME_NUMBER,SPECIES_GROUP,LENGTH,RANGE,HX,HY,HZ
2355,Adult_pollock,,357.18,78.19688714,344.2567516,54.30988293
2356,Adult_pollock,,275.67,86.1884359,260.8089417,-23.34233342
2356,Adult_pollock,,216.99,-19.44101166,216.0917571,3.625015861
2356,Adult_pollock,,342.02,66.84771257,332.8529263,41.48668146
2357,Adult_pollock,,337.47,26.47138395,332.0809419,53.91062081
2357,Adult_pollock,,359.14,47.5589348,350.835294,60.28642444
2357,Adult_pollock,,341.76,130.4790308,315.81822,5.592725114
2357,Adult_pollock,,370.09,108.9873048,353.6757308,-0.717755723
2357,Adult_pollock,,295.65,99.46043919,271.7467679,-60.58239197
2358,Adult_pollock,20.51,310.33,96.53841543,273.5447708,44.51775885
2358,Adult_pollock,,274.1,102.2133873,253.2662987,-23.23755728
2358,Adult_pollock,,328.28,3.714175578,324.9066171,46.80771526
2358,Adult_pollock,,287.02,18.0505288,277.7200271,-70.19733086
2358,Adult_pollock,,211.85,-27.61724201,209.2762237,17.91566474
2358,Adult_pollock,,369.1,73.5937887,350.1031071,90.80133395
2358,Adult_pollock,,354,39.64081312,341.8723409,82.86103517
2358,Adult_pollock,,355.7,35.17233512,341.7331747,92.20678459
2358,Adult_pollock,,182.02,-13.09290718,171.9290091,58.30420059
2359,Adult_pollock,,197.98,39.48639617,190.663741,35.82936502
2359,Adult_pollock,20.8,218.76,-15.9988525,211.8076035,-0.507998047
2359,Adult_pollock,,301,105.0220573,279.0980859,40.94185991
2359,Adult_pollock,,324.82,49.49421161,307.756895,91.35945487
2359,Adult_pollock,,298.88,100.5346608,277.310996,-48.1694306
2359,Adult_pollock,,269.99,106.9643578,245.5933229,-33.71714165
2359,Adult_pollock,,282.8,47.08275733,271.3988131,-64.05747149
2360,Adult_pollock,23.17,226.56,-15.998486,218.5575932,-6.779384135
2360,Adult_pollock,,266.58,-93.25941621,249.05783,18.43737692
2360,Adult_pollock,20.21,215.21,58.82800053,195.5851418,44.67022957
2360,Adult_pollock,,291.03,100.6644201,266.4524143,59.74755232
2360,Adult_pollock,,271.43,100.5744164,248.9693791,-39.6362039
2360,Adult_pollock,,293.84,91.59448548,275.9491399,-42.45708526
2360,Adult_pollock,,381.5,151.1506799,349.2897827,-26.27382722
2360,Adult_pollock,,299.36,97.44681652,281.377124,30.73357664
2361,Adult_pollock,,268.62,95.59556874,250.062577,-22.03688949
2361,Adult_pollock,20.77,310.19,92.36196672,274.8576852,-19.55900495
2361,Adult_pollock,19.02,234.69,-15.80492676,237.8219775,11.91214063
2361,Adult_pollock,,306.68,-70.08059625,298.2049469,-14.67370017
2361,Adult_pollock,,198.19,-69.53449795,183.2095821,-29.64446421
2361,Adult_pollock,,377.4,-48.70938973,366.7710109,-74.4210792
2361,Adult_pollock,,387.49,59.57655675,380.6001592,-41.74905666
2361,Adult_pollock,,292.1,107.8019096,268.2980802,41.46770659
2361,Adult_pollock,,300.1,106.2676091,270.2278402,75.77190332
2361,Adult_pollock,,236,60.62742564,218.855286,64.22243276
2361,Adult_pollock,,291.62,28.6232714,274.1915793,95.09480336
2361,Adult_pollock,,197.17,-74.01684394,181.1841568,23.87208514
2362,Adult_pollock,,202.42,-46.64464247,192.6225784,41.14565385
2362,Adult_pollock,,249.87,-2.957372681,245.6482359,45.64389638
2362,Adult_pollock,20.71,214.56,-38.97324639,201.5504183,-18.09531296
2362,Adult_pollock,,349.7,-43.67711503,344.5097406,-41.14698381
2362,Adult_pollock,22.24,319.54,95.81604616,282.2379012,1.251006951
2362,Adult_pollock,,267.22,100.8885739,245.7626325,-28.81216442
2362,Adult_pollock,,395.15,142.0941975,367.2044647,33.36157853
2362,Adult_pollock,,295.44,119.1641913,266.6086365,44.79462094
2362,Adult_pollock,,226.88,20.72110822,214.821145,-69.99503245
2363,Adult_pollock,20.27,219.68,-21.2724012,213.2030184,-28.29842486
2363,Adult_pollock,,219.73,24.51212759,211.3636752,-54.84394974
2363,Adult_pollock,,254.19,9.964683913,248.1558466,54.16117516
2363,Adult_pollock,,303.87,-79.87035925,286.3912886,62.74978081
2363,Adult_pollock,,305.38,98.8938146,288.9023189,3.567898209
2363,Adult_pollock,,293.38,118.9457375,261.6723104,58.72839942
2363,Adult_pollock,18.86,127.66,50.60223428,101.2025583,-27.63326519
2363,Adult_pollock,,236.06,69.78219249,213.5377418,-72.49066356
2363,Adult_pollock,,198.29,-25.39581119,188.2980361,56.71045876
2363,Adult_pollock,,346.97,-0.84849678,328.1462139,112.7215077
2364,Adult_pollock,,239.56,-4.610944835,231.8408214,-60.14344118
2364,Adult_pollock,,219.06,22.93106429,214.9933403,-35.22327258
2364,Adult_pollock,,156.57,-51.49946124,146.7811517,-17.78314506
2364,Adult_pollock,,315.37,-62.79499214,301.7377258,66.86084531
2364,Adult_pollock,,331.88,102.1959841,315.4828009,12.99878833
2364,Adult_pollock,,121.68,41.75639289,113.2754442,-15.21873546
2364,Adult_pollock,,225.19,75.61767448,201.7205468,-65.57704318
2364,Adult_pollock,,249.66,102.4850893,222.9000186,-46.29325689
2364,Adult_pollock,,359.14,-35.258036,349.9659208,-72.5448143
2364,Adult_pollock,,318.21,1.117882363,309.1901666,75.22087162
2365,Adult_pollock,21.17,171.94,-35.23060149,158.6286774,-20.05186567
2365,Adult_pollock,,231.47,27.71938986,229.2714655,-15.70047174
2365,Adult_pollock,,278.19,10.66520181,265.1669172,-83.44851896
2365,Adult_pollock,,291.79,-7.671251232,283.4408966,-68.86652918
2365,Adult_pollock,,119.96,50.59336375,108.1441502,-11.64880501
2366,Adult_pollock,20.19,244.6,41.34101142,234.9423188,-11.47395652
2366,Adult_pollock,,349.68,34.79039587,347.876334,-7.007465349
2366,Adult_pollock,,166.33,-16.09809474,157.3772218,-51.37103402
2366,Adult_pollock,,374.48,64.87852712,363.2877586,-63.63917723
2366,Adult_pollock,,380.69,-10.41571822,376.3741343,56.17404168
2366,Adult_pollock,,379.34,-51.2439497,365.8274111,86.27467931
2367,Adult_pollock,15.57,240.94,50.26154985,231.4767444,-13.98022406
2367,Adult_pollock,,325.05,58.48508343,317.2756866,39.67547526
2367,Adult_pollock,,390.16,-40.31277938,380.211377,77.70425042
2368,Adult_pollock,23.11,225.71,58.39492256,200.1465274,-31.33691273
2368,Adult_pollock,,300.95,48.71578914,293.0578614,-48.11708493
2368,Adult_pollock,,317.19,-121.3937455,292.3241858,20.55506331
2368,Adult_pollock,,386.54,-26.47121724,383.3747999,41.69674499
2368,Adult_pollock,,291.62,88.16196191,267.9401857,74.02230181
2369,Adult_pollock,,311.83,21.24455998,296.9492754,-92.77675466
2369,Adult_pollock,,187.52,56.61962507,169.6861958,-56.24751897
2369,Adult_pollock,,430.82,80.20045551,423.2600116,5.240516731
2369,Adult_pollock,,379.28,13.02117424,378.9699162,8.328347907
2369,Adult_pollock,,276.8,-94.14466079,252.9963855,61.20479596
2369,Adult_pollock,,277.85,77.27048736,258.6572646,65.77133524
2369,Adult_pollock,,312.64,-51.50696868,291.2583737,101.2753897
2370,Adult_pollock,,185.13,63.16933868,171.3382622,30.41500784
2370,Adult_pollock,,318.56,-44.20948598,304.0542775,84.13960987
2370,Adult_pollock,,362.37,50.03912997,355.9793118,45.71635081
2370,Adult_pollock,,382.69,37.58958148,380.8424037,0.247516606
2370,Adult_pollock,,443.71,-7.571438674,439.3332446,61.66958461
2370,Adult_pollock,,247.2,95.40784734,218.7845267,64.31456175
2370,Adult_pollock,,261.94,65.27876242,240.0501659,82.03294319
2371,Adult_pollock,,325.37,-27.11284594,313.3487997,83.3148963
2371,Adult_pollock,19.89,216.5,66.72700649,191.649939,21.59996677
2371,Adult_pollock,,393.54,68.09029617,387.424257,11.89456994
2371,Adult_pollock,,201.76,-36.90996146,187.7723327,-63.92626939
2372,Adult_pollock,22.37,231.64,79.15210038,195.9347015,-0.759250436
2372,Adult_pollock,,242.49,60.08760569,223.1679958,-73.40240259
2372,Adult_pollock,,319.84,-7.079715428,315.0981425,54.43009889
2373,Adult_pollock,,229.62,88.64579386,211.4450274,-12.56098083
2373,Adult_pollock,,216.01,52.23968089,199.6102166,-63.91644356
2373,Adult_pollock,,317.26,16.14016071,314.6160296,37.53267095
2373,Adult_pollock,,393.97,102.1917085,368.6570627,94.11672619
2373,Adult_pollock,,267.43,35.90573216,250.0667755,87.72035186
2374,Adult_pollock,,326.31,28.17212898,323.8027086,28.90084225
2374,Adult_pollock,,358.94,50.80653675,355.0958217,12.72170822
2374,Adult_pollock,,234.61,87.30928816,217.5358957,-9.865910197
2374,Adult_pollock,,242.63,38.72666804,231.8855402,-60.00854523
2374,Adult_pollock,14.54,216.06,-34.14632825,202.400171,-53.9002677
2374,Adult_pollock,,415.25,144.0992653,384.063189,64.50384053
2374,Adult_pollock,19.24,273.72,-3.798379748,263.4434381,81.05988385
2374,Adult_pollock,,397.1,119.4449147,358.0864349,123.2669719
2374,Adult_pollock,,519.37,137.5373976,472.1089263,167.1467599
2375,Adult_pollock,,388.47,28.64173828,387.4091231,-2.377466534
2375,Adult_pollock,,207.24,-13.02882012,202.842673,-40.40355642
2375,Adult_pollock,,154.35,51.07321287,140.5484551,-38.23713721
2375,Adult_pollock,,228.02,82.49888828,212.4848773,6.012364292
2375,Adult_pollock,,335.11,64.55461319,328.1729735,20.75820404
2375,Adult_pollock,,304.29,-8.963461944,295.535211,71.91174129
2375,Adult_pollock,,242.08,102.1692365,217.2240398,31.24887374
2376,Adult_pollock,,183.34,32.94230715,176.4752125,-37.23433641
2376,Adult_pollock,,205.01,-15.55279915,202.3400336,-29.07579026
2376,Adult_pollock,,278.89,22.72060514,276.9296511,-23.99772984
2376,Adult_pollock,,223.98,67.55647292,213.1535037,12.95566959
2376,Adult_pollock,,325.52,-0.579421807,321.5147175,50.90505058
2377,Adult_pollock,,219.08,-3.740889394,215.2579271,-40.55858731
2377,Adult_pollock,,281.97,18.85997023,278.3627846,-40.80594835
2377,Adult_pollock,22.03,235.45,54.71685025,215.4869713,14.81878729
2377,Adult_pollock,,331.63,-0.056015799,330.7921259,23.59145506
2377,Adult_pollock,,388.84,157.2258004,344.8504992,86.94018271
2377,Adult_pollock,,388.07,146.2416501,346.4260934,95.92580398
2377,Adult_pollock,,206.65,-34.71550309,202.6279099,-21.04785407
2377,Adult_pollock,,167.19,-12.1549103,160.1204943,46.55324423
2378,Adult_pollock,,108.29,-32.51638887,103.1118845,-6.139901013
2378,Adult_pollock,,249.29,-19.59020639,245.3605876,-39.51840555
2378,Adult_pollock,,288.49,21.96566223,281.6108948,-58.64542713
2378,Adult_pollock,21.14,242.04,55.52576015,221.2404179,34.34657772
2378,Adult_pollock,,311.26,-14.86581786,306.1627407,54.08597593
2378,Adult_pollock,,348.4,-33.23219593,338.3302398,76.22611731
2378,Adult_pollock,,159.12,56.61862989,148.3290779,10.56615156
2378,Adult_pollock,,376.33,5.765866375,376.2844476,-1.773087532
2378,Adult_pollock,,301.1,-37.5594567,286.6251478,84.23282756
2378,Adult_pollock,,383.09,139.4511736,342.9163934,98.59969956
2379,Adult_pollock,,109.18,-25.70484039,104.5375406,18.19041607
2379,Adult_pollock,18.6,164.73,48.18207406,143.6861885,8.045872134
2379,Adult_pollock,,261.1,67.30287829,249.0054063,40.50765742
2379,Adult_pollock,23.62,265.32,-12.62127954,260.1938206,-17.33219818
2379,Adult_pollock,,280.28,30.9250239,276.5581399,-33.40224396
2379,Adult_pollock,,201.53,-70.66209203,188.7307333,0.218407374
2379,Adult_pollock,,198.35,58.57430892,185.199107,-40.15093451
2379,Adult_pollock,,482.08,141.1589301,459.9915918,-29.78736655
2379,Adult_pollock,,344.79,-25.39019781,333.8851891,82.20854865
2379,Adult_pollock,,330.65,-64.1717021,308.0166634,101.6672699
2379,Adult_pollock,,441.47,90.51937036,412.369103,129.046145
2380,Adult_pollock,13.8,176.55,42.22263459,169.7779591,14.68548457
2380,Adult_pollock,,285.12,74.92031279,274.6990138,14.92429831
2380,Adult_pollock,,342.42,95.68393493,324.0983827,55.28855901
2380,Adult_pollock,,345.93,-4.935379847,336.6684876,79.35460288
2380,Adult_pollock,,322.49,13.32512192,322.1159671,-7.78317843
2380,Adult_pollock,,282.96,24.46979322,281.3146796,-18.17922061
2380,Adult_pollock,23.56,199.37,15.78642994,188.7678388,-24.77850822
2380,Adult_pollock,,193.9,52.91644956,177.5797768,-57.10723942
2380,Adult_pollock,,263.61,-32.79474409,261.537517,-3.632825796
2381,Adult_pollock,,119.85,42.73640798,111.678695,-8.105221228
2381,Adult_pollock,18.29,192.16,30.02915537,189.4929035,3.685306907
2381,Adult_pollock,,292.04,2.947174828,291.2360255,-21.44977106
2381,Adult_pollock,20.96,218.66,-31.06978576,214.9293601,-40.34658987
2381,Adult_pollock,,441.98,120.5475664,421.5222021,55.96501776
2381,Adult_pollock,,197.83,47.73165989,184.409627,53.38500434
2381,Adult_pollock,,302.72,71.38854018,292.7898144,-28.54699195
2381,Adult_pollock,,149.79,62.5304233,129.2097506,-42.78583026
2381,Adult_pollock,,195.58,20.43712693,184.3611291,-62.00390735
2382,Adult_pollock,,119.51,21.78555201,114.357191,-27.00950103
2382,Adult_pollock,,193.63,21.69487957,191.8574498,-14.64241904
2382,Adult_pollock,,302.44,-16.45637517,298.9528821,-42.71846549
2382,Adult_pollock,,345.67,7.833946441,337.7975067,-72.956503
2382,Adult_pollock,,209.51,35.84824308,202.1330668,41.84099156
2382,Adult_pollock,,312.15,69.58997843,303.2500536,25.12544476
2382,Adult_pollock,,426.18,-93.87223623,415.1597934,21.442891
2382,Adult_pollock,,402.53,-83.68173875,387.6977803,-68.66791104
2382,Adult_pollock,,248.2,-60.20247703,229.8915052,-71.6131669
2382,Adult_pollock,,481.89,186.1898388,436.9717216,81.27612834
2382,Adult_pollock,,389.86,123.3732046,358.8472367,89.42732432
2382,Adult_pollock,,411.78,114.9456575,390.9547406,59.21495694
2382,Adult_pollock,,268.55,71.87681755,257.2200953,-28.09339634
2382,Adult_pollock,,441.04,121.3520826,422.4940642,-35.94859464
2382,Adult_pollock,,237.94,104.5167971,213.0423048,-17.50415281
2382,Adult_pollock,,261.56,57.94477591,246.4526897,-65.69623061
2383,Adult_pollock,,192.24,21.55243592,190.6118339,-12.56387536
2383,Adult_pollock,,304.24,-7.159473937,301.3747045,-41.06483485
2383,Adult_pollock,,273.85,-69.5332914,263.1638041,-30.09958786
2383,Adult_pollock,,305.75,-27.2002651,301.3132229,44.18741778
2383,Adult_pollock,19.41,234.87,55.00262271,214.8048142,59.87755155
2383,Adult_pollock,,404.88,119.0033934,381.0575268,67.51128054
2383,Adult_pollock,,268.32,81.2374009,254.8959274,-20.55579943
2383,Adult_pollock,,315.5,79.20883949,291.3867703,-91.41900055
2383,Adult_pollock,,368.55,21.15029224,353.6386549,-101.5967184
2383,herring,,276.22,91.66861281,254.103644,57.68028259
2384,Adult_pollock,18.27,191.51,32.7221201,179.6444454,11.78756936
2384,Adult_pollock,,250.26,90.83671596,233.1791033,2.234965617
2384,Adult_pollock,,310.29,83.10703153,289.0662263,-76.25830884
2384,Adult_pollock,,206.77,13.65496597,194.1586903,-69.78053093
2384,Adult_pollock,,283.04,-48.70546016,278.2147594,-18.33930943
2384,Adult_pollock,,323.8,-29.23950917,314.4000337,71.73407855
2384,Adult_pollock,,280.15,92.95708187,258.5732728,54.60369537
2384,Adult_pollock,,301.59,125.3077952,270.91775,-43.07511663
2384,Adult_pollock,,410.64,175.4744508,367.96968,49.2818513
2384,Adult_pollock,,222.92,65.64324773,201.6665621,68.65004521
2385,Adult_pollock,22.93,205.43,20.10344802,186.444424,-59.21415996
2385,Adult_pollock,,287.97,-25.42582504,286.3941476,-16.13611353
2385,Adult_pollock,,175.83,32.97314979,170.6287996,26.71490541
2385,Adult_pollock,,175.07,41.12333875,167.5937364,29.50311877
2385,Adult_pollock,,262.35,96.21371431,237.520136,56.14641806
2385,Adult_pollock,,241.95,97.02685167,221.0948961,15.56892681
2385,Adult_pollock,,351.81,-25.85097279,334.0419037,107.3287061
2385,Adult_pollock,,159.31,70.73047301,141.3116405,-20.1641256
2385,herring,27.03,267.44,70.7235522,235.3021425,-61.01011049
2386,Adult_pollock,16.3,175.67,13.46163658,167.843413,40.66290715
2386,Adult_pollock,,312.09,6.336739898,307.8522424,50.87844075
2386,Adult_pollock,,305.74,-16.38480224,305.1871876,-8.157994198
2386,Adult_pollock,,295.85,-65.72463163,287.27605,26.09168444
2386,Adult_pollock,,357.42,20.33602006,356.7981528,5.765333951
2386,Adult_pollock,,192.49,15.38863591,184.6810356,-52.05530975
2386,Adult_pollock,,324.02,48.39413145,314.7556793,-59.82209711
2386,Adult_pollock,,179.04,71.76105656,163.3725824,-14.63927338
2386,Adult_pollock,,242.46,93.83858018,222.8898172,17.4099896
2386,Adult_pollock,,180.93,69.17222232,161.9351577,41.58187419
2386,Adult_pollock,,252.09,-70.72062769,229.8169757,-75.71093596
2386,Adult_pollock,,324.29,-50.43502355,310.639038,78.23714548
2387,Adult_pollock,20.67,183.6,4.777647706,173.2465234,-25.26819801
2387,Adult_pollock,,323.27,-48.1754355,316.57989,44.27296475
2387,Adult_pollock,,177.37,-3.708549318,170.8554385,47.48958533
2387,Adult_pollock,,201.58,49.20195109,188.4898125,51.80583073
2387,Adult_pollock,,265.56,-56.6745245,249.333903,-71.72924283
2387,Adult_pollock,,173.78,73.86350638,157.257486,3.498565417
2387,Adult_pollock,,241.19,100.0176259,217.1756638,31.64932266
2387,Adult_pollock,,329.67,-5.900085636,329.616212,-0.582624379
2387,Adult_pollock,,240.27,103.8227198,214.2050649,-32.65718633
2387,herring,25.45,355.23,103.6057384,323.4294832,-1.972377587
2388,Adult_pollock,,177.82,-7.423316169,177.523101,-7.216839798
2388,Adult_pollock,,345.89,2.861104887,344.573688,29.95766182
2388,Adult_pollock,,243.03,98.12021662,222.2542719,-6.405834184
2388,Adult_pollock,,329.85,-11.49634556,326.6175731,-44.64354082
2388,Adult_pollock,,291.33,-50.37260507,276.6436804,-76.16923368
2388,Adult_pollock,,303.21,-93.25101204,281.9953999,-61.00456777
2388,Adult_pollock,,296.79,81.91549027,280.9354778,49.50386631
2388,Adult_pollock,,337.18,125.6327718,306.3549206,63.64070783
2388,herring,,324.72,119.5230036,301.8886448,4.722569828
2388,Adult_pollock,,196.03,-30.65011933,183.8826918,60.631423
2388,Adult_pollock,,205.24,83.07076733,179.7213978,54.06245407
2389,Adult_pollock,17.34,211.23,-42.75226079,190.8528962,58.62604575
2389,Adult_pollock,21.29,185.08,-13.81513395,177.0906007,-8.52865004
2389,Adult_pollock,18.41,242.97,84.90789891,204.7444824,-11.7969964
2389,Adult_pollock,,358.29,83.4149401,341.6832325,68.32095419
2389,Adult_pollock,,202.24,63.7112369,184.4264908,53.16769075
2389,Adult_pollock,,234.74,97.72101565,206.8177419,52.71363404
2389,Adult_pollock,,375.29,-89.92105624,360.5402411,-52.61427092
2390,Adult_pollock,,192.91,35.42025076,182.0599892,-53.02795043
2390,Adult_pollock,,208.3,72.00210643,193.2630476,-29.22635212
2390,Adult_pollock,21.38,186.72,-21.9058849,174.2750837,-25.23048303
2390,Adult_pollock,20.85,203.53,61.1135697,180.8038723,32.53191272
2390,Adult_pollock,,340.31,41.17985257,333.0147049,56.72110974
2390,Adult_pollock,,371.94,-15.99049328,369.3183988,41.07039209
2390,Adult_pollock,,352.06,-51.73845888,344.0808624,53.61711485
2390,Adult_pollock,,196.6,-70.13788139,180.9505696,31.45156815
2391,Adult_pollock,,173.91,-18.04504988,172.5826583,-11.54314252
2391,Adult_pollock,,352.7,23.96832506,339.7638878,91.55414266
2391,Adult_pollock,,338.23,22.14337037,332.0579187,60.39652645
2391,Adult_pollock,23.08,215.39,69.19000321,191.7417578,44.47649598
2391,Adult_pollock,,306.26,-6.900481075,299.8158733,-62.11109838
2391,Adult_pollock,,186.89,77.10698722,169.9274435,-10.26572966
2391,Adult_pollock,,187.94,-62.78706443,169.6330403,51.01669172
2392,Adult_pollock,20.23,190.86,-10.42180443,191.2876622,22.97849624
2392,Adult_pollock,18.21,310.06,37.17670289,305.1145208,-19.40774948
2392,Adult_pollock,,362.72,84.93563683,352.6191669,-3.769452303
2392,Adult_pollock,,221.7,58.00900107,204.9728188,61.43117313
2392,Adult_pollock,,361.23,-4.935972111,351.8910538,81.45093796
2392,Adult_pollock,,320.04,-59.51949428,308.0819915,62.99184373
2393,Adult_pollock,21.59,196.25,-2.666512603,191.5706624,20.21804727
2393,Adult_pollock,25.74,242.12,30.78893151,244.8936274,29.95341766
2393,Adult_pollock,,257.5,56.22657448,239.6754915,-75.50044452
2393,Adult_pollock,,306.56,66.97985867,298.5849556,-18.35201717
2393,Adult_pollock,,345.13,46.0723696,341.9448462,-7.973518594
2393,Adult_pollock,,395.83,105.3199189,375.50363,67.72051229
2393,Adult_pollock,,316.94,-66.96017196,301.0018489,73.24234948
2394,Adult_pollock,,203.67,11.19714292,203.3220479,-4.202227136
2394,Adult_pollock,,311.07,-48.3579941,299.0336251,70.76612112
2394,Adult_pollock,,357.88,-87.01575825,335.5185185,89.05300539
2394,Adult_pollock,,266.1,8.687217059,264.4599637,-28.17521916
2394,Adult_pollock,,312.41,-115.7952485,284.9305551,54.81330846
2394,Adult_pollock,,309.01,-113.8154185,286.8757286,-15.28479594
2395,Adult_pollock,,294.56,101.4513999,271.3742424,53.18211284
2395,Adult_pollock,,445.52,143.4501004,410.4343861,97.20838089
2395,Adult_pollock,23.66,208.49,33.53078875,193.3976348,-35.31713639
2395,other_fish,,421.26,103.4120078,399.1590458,-86.24044996
2395,Adult_pollock,,356.97,72.81383724,346.6469286,44.27868279
2396,Adult_pollock,,202.02,41.92643586,196.0597633,-24.77637501
2396,Adult_pollock,,209.79,-75.51140039,195.2630657,13.47958552
2396,Adult_pollock,,298.77,-48.18407271,294.0690277,21.6280002
2396,Adult_pollock,,332.94,95.72352118,313.4542112,58.5956996
2397,herring,25.32,298.65,2.943582471,287.4321299,-49.34363224
2397,Adult_pollock,,217.03,74.41924026,201.8626539,-28.53620196
2397,Adult_pollock,20.53,212.13,35.40219936,201.3912845,4.654655443
2397,Adult_pollock,21.58,230.13,-56.58919618,206.2099282,25.17729084
2397,Adult_pollock,,130.54,26.4286393,123.3409084,33.60598012
2398,herring,26.22,299.2,6.116478184,297.8973946,-5.445446261
2398,Adult_pollock,18.07,206.7,25.24425287,196.7427242,38.97506712
2398,Adult_pollock,,212.73,48.12145714,206.577884,-16.19567614
2398,Adult_pollock,,360.26,121.7980836,338.7700313,-13.61293009
2398,Adult_pollock,,306.89,-45.89046144,296.777719,63.23388699
2398,Adult_pollock,,227.98,-59.4942788,213.049782,55.16969644
2398,Adult_pollock,,207.3,-39.61961092,193.7592193,-62.13334527
2398,Adult_pollock,,340.05,-49.72656687,336.1008884,14.12631124
2399,herring,25.62,298.98,24.11476726,300.7100037,-9.304855268
2399,Adult_pollock,20.74,210.4,28.35319624,201.6795205,43.14733301
2399,Adult_pollock,44.93,329.34,-37.91996874,298.0725332,61.70005142
2399,Adult_pollock,,266.47,-57.20590906,251.8697,65.5243469
2399,Adult_pollock,,211.1,59.94917186,196.3229271,-49.24680925
2399,Adult_pollock,,211.66,36.90986673,206.1506747,-30.62632799
2399,Adult_pollock,,225.99,-42.80752473,214.9739189,-54.99849016
2399,Adult_pollock,,236.87,103.9987227,212.6159204,9.253833212
2400,Adult_pollock,18.29,206.22,47.58928084,184.7649232,35.58952887
2400,Adult_pollock,19.09,211.86,34.28072828,199.9212379,33.90822389
2400,Adult_pollock,,282.11,-32.55130831,273.2188165,62.2859921
2400,Adult_pollock,,312.67,-26.85856648,306.2002275,57.29884127
2400,herring,31.03,322.57,90.30807283,299.3617345,-55.68296286
2400,Adult_pollock,,235.77,-33.10294961,223.6813048,-66.78247163
2400,Adult_pollock,,218.43,28.19980479,210.7958567,-49.82553092
2400,Adult_pollock,,335.03,108.4325092,302.5768013,94.51009266
2400,Adult_pollock,,225.11,96.23507907,203.3241072,8.57806912
2401,Adult_pollock,,314.73,-29.25050556,310.6107988,41.49835713
2401,Adult_pollock,,291.2,-40.50881209,284.1588557,49.10782972
2401,Adult_pollock,,185.4,10.26885792,184.2957535,17.39546372
2401,Adult_pollock,15.45,204.43,25.38609896,204.1458957,10.07853784
2401,Adult_pollock,,341.06,115.5874766,310.9707115,79.10254807
2401,Adult_pollock,,374.23,80.18220562,359.9472658,-63.68346351
2402,Adult_pollock,,289.56,-49.78636973,277.608518,65.56765167
2402,Adult_pollock,,170.98,-6.234763627,169.470696,21.76242072
2402,Adult_pollock,19.18,217.3,32.24084682,213.7508084,9.643059276
2402,Adult_pollock,,223.28,14.11201938,212.6382668,-66.63034703
2402,Adult_pollock,,378.84,147.2092261,347.5022814,33.0373445
2402,Adult_pollock,,345.43,130.8424572,308.215873,84.89087792
2403,Adult_pollock,24.33,347.32,-2.155084649,330.328663,97.83703749
2403,Adult_pollock,,173.43,-21.46797196,166.3500295,44.08537124
2403,Adult_pollock,,231.7,15.59396705,229.1875539,30.27594492
2403,Adult_pollock,23.68,232.34,-2.344994452,219.1384056,-38.4759232
2403,Adult_pollock,,215.48,-23.84080914,207.1797355,-54.20997702
2403,Adult_pollock,,201.27,-36.27449946,187.2238439,-64.35700876
2403,Adult_pollock,,389.8,105.1377698,373.0755817,-41.27100566
2404,Adult_pollock,,240.2,33.72888663,230.300963,59.32114895
2404,Adult_pollock,,209.33,-27.40607762,205.867412,-26.18838237
2404,Adult_pollock,17.92,223.79,-73.60251092,192.1223945,-29.59928383
2404,Adult_pollock,,346.52,6.00999033,334.6641104,89.64760736
2405,Adult_pollock,17.77,254.61,41.98332608,244.2667902,40.87530057
2405,Adult_pollock,,254.57,-30.39007458,251.9638399,-19.86756008
2405,Adult_pollock,,211.48,-25.65971095,205.3561796,-43.5187696
2406,Adult_pollock,19.69,267.66,52.77582144,258.8699303,21.83439765
2406,Adult_pollock,,330.97,43.10891768,320.9323232,68.47202398
2406,Adult_pollock,,404.1,144.9986036,376.7903433,-17.29977115
2407,Adult_pollock,,284.91,66.62883605,276.6286136,14.53734799
2407,Adult_pollock,,328.38,-128.6263635,297.5333143,52.54825891
2407,Adult_pollock,,328.49,56.3730036,322.8679879,21.95645959
2408,Adult_pollock,,351.75,79.41838491,342.5290883,-9.905491725
2408,Adult_pollock,,410.64,-18.0306807,408.8926375,33.29782422
2408,Adult_pollock,,294.91,-67.17668106,281.7981605,-55.21770796
2408,Adult_pollock,,199.51,-6.78972962,189.0236369,-63.47585867
2408,Adult_pollock,,268.59,38.64266608,255.4768562,-73.34961415
2408,Adult_pollock,,252.45,100.5757897,227.5119943,-43.03162716
2408,Adult_pollock,,306.44,77.55424428,294.6009622,33.14287377
2408,Adult_pollock,,290.51,-93.75200483,263.2182381,79.51714245
2409,Adult_pollock,18.84,193.04,3.861121427,189.0213534,-14.23364685
2409,Adult_pollock,18.82,256.11,15.30144241,250.2772433,-9.853361859
2409,Adult_pollock,,375.36,94.12471868,363.3073369,-6.707192872
2409,Adult_pollock,,300.28,-83.91973273,288.1275434,-10.5317396
2409,Adult_pollock,,270.02,-38.9876549,260.2940879,-60.29490995
2409,Adult_pollock,,327.52,93.50637093,306.4520934,67.93117053
2410,Adult_pollock,18.11,222.12,29.86073143,215.5612956,-19.75331809
2410,Adult_pollock,22.56,253.26,-7.150651679,247.2530514,-2.612582112
2410,Adult_pollock,,270.98,-50.5355605,261.3423252,-50.74042944
2410,Adult_pollock,,226.62,57.98302474,211.7618564,-56.12064723
2410,Adult_pollock,,405.6,123.028931,383.1714243,-50.58144289
2410,Adult_pollock,,355.58,125.5097223,327.1098814,60.70039322
2410,Adult_pollock,,477.56,110.5092407,453.7282554,99.91064398
